日期,开盘价(元),收盘价(元),量比,TAPI加权指数成交值,VMA量简单移动平均,VMACD量指数平滑异同平均,VOSC成交量震荡,VSTD成交量标准差,CR能量指标,PSY心理指标,VR成交量比率,人气意愿指标（AR）,人气意愿指标（BR）,WAD威廉聚散指标,MOBV能量潮,PVT量价趋势指标,WVAD威廉变异离散量,BBI多空指数,MA简单移动平均,EXPMA指数平均数,MACD指数平滑异同平均,MTM动力指标,PRICEOSC价格振荡指标,TRIX三重指数平滑平均,BIAS乖离率,CCI顺势指标,DBCD异同离差乖离率,DPO区间震荡线,K,D,J,RSI相对强弱指标,SRDM动向速度比率,VROC量变动速率,VRSI量相对强弱,WR威廉指标,ADTM动态买卖气指标,CDP逆势操作,DPTB大盘同步指标-上证指数,JDQS阶段强势指标,JDRS阶段弱势指标,MI动量指标,MICD异同离差动力指数,RC变化率指数,RCCD异同离差变化率指数,SRMI（MI修正指标）,ATR真实波幅,CVLT佳庆离散指标,MASS梅斯线,STD标准差,VHF纵横指标
2024/12/19,20.21,19.95,0.737,"5,860,810.83","6,357,721.80","46,416.19",17.411,"3,346,479.73",68.4754,33.3333,75.9891,81.5931,87.3526,55.41,"7,645.00","98,115,962.18","-13,268,923.09",20.6275,20.496,20.4273,-0.2258,-1.12,-0.7434,-0.0709,-3.5999,-180.8279,-0.0008,-0.74,20.0988,29.0496,2.1973,28.7367,-0.3177,40.6589,47.7632,86.4486,0.4992,20.495,0.7143,0.2222,0.3636,-0.2279,0.0001,101.0127,0.8111,-0.0334,0.6164,-0.3443,23.0327,0.4368,0.2315
2024/12/18,20.59,20.4,0.4665,"4,040,337.99","7,972,481.80","103,530.62",16.7171,"3,500,880.48",73.9478,33.3333,77.8113,89.4318,92.6719,55.86,"-121,553.35","98,245,573.76","-12,440,853.77",20.7749,20.84,20.666,-0.1512,-0.26,-0.5798,-0.0489,-1.9545,-88.0046,-0.0002,-0.3627,23.3408,33.525,2.9723,37.2065,-0.2842,-42.7529,39.8661,95.4286,0.5025,20.66,0.8571,0.2222,0.3636,-0.1268,0.0016,100.7407,0.7971,-0.0111,0.6564,-10.4878,23.0072,0.4519,0.2695
2024/12/17,20.66,20.58,0.5585,"5,148,268.03","8,617,740.80","363,808.96",17.2904,"3,422,821.86",76.2865,33.3333,73.654,95.1501,88.4657,56.27,"-77,874.78","98,280,739.36","-13,898,055.45",20.8588,20.974,20.799,-0.1123,0.14,-0.4478,-0.0372,-1.5232,-62.6593,0,-0.2636,32.2901,38.6171,19.636,41.2601,-0.3702,-46.6381,43.0831,85.1429,0.4654,20.69,1,0.2222,0.2727,-0.0383,0.004,91.4667,0.7829,-0.0082,0.65,-4.9847,23.0419,0.4918,0.2436
2024/12/16,20.74,20.68,0.553,"4,992,031.96","9,167,370.40","578,773.13",20.112,"3,489,625.29",63.0185,41.6667,88.7674,97.7933,82.7225,56.72,"-12,878.19","98,305,498.29","-11,707,181.85",20.9803,20.99,20.9085,-0.0792,0.04,-0.3827,-0.0312,-1.4573,-62.0239,0.0001,-0.2473,39.5915,41.7806,35.2134,43.4518,-0.4979,77.3401,42.6526,73.1579,0.5116,21.04,1,0.2222,0.25,0.0537,0.0053,94.0855,0.768,-0.0287,0.6721,-10.424,23.1515,0.567,0.2961
2024/12/13,21.6,20.87,1.5343,"11,879,836.94","9,036,737.20","857,225.95",12.5563,"3,431,312.32",77.6946,41.6667,78.8798,82.8141,80.5044,56.96,"-123,934.19","98,350,994.42","-10,773,705.85",21.0276,20.942,21.0228,-0.0424,0.24,-0.6675,-0.0304,-0.5875,30.628,-0.0002,-0.1436,47.1424,42.8752,55.6769,47.442,-0.0234,218.6654,65.4205,63.1579,0.5446,21.495,1,0.2222,0.25,0.0667,0.0027,104.4022,0.7523,-0.0293,0.6793,-10.7039,23.3127,0.6207,0.2969
2024/12/12,21.15,21.67,2.4842,"13,853,995.66","7,674,568.60","510,106.10",-1.5073,"3,152,809.08",96.6102,50,116.4855,113.1892,103.7563,57.76,"106,740.52","98,785,687.43","5,966,219.33",21.0182,20.896,21.0992,-0.0213,0.92,-1.1384,-0.0353,3.2028,111.0546,-0.0001,0.6655,52.0061,40.7415,74.5354,69.9948,0.7697,322.2778,76.3137,18.4332,0.5548,21.0025,1,0.2222,0.25,0.0773,-0.0054,116.6308,0.7357,0.0018,0.6671,-0.9199,23.5993,0.7778,0.2961
2024/12/11,20.6,21.07,1.3985,"7,264,968.01","5,615,295.40","-161,796.72",-14.4593,"2,149,715.86",94.6162,50,88.1982,106.3425,96.15,56.94,"45,087.56","98,388,453.69","-16,204,129.92",20.8626,20.688,20.8138,-0.1514,-0.22,-1.5778,-0.0441,0.7813,30.9592,-0.0006,0.1336,32.4011,35.1092,26.9849,57.3116,0.8355,89.8109,58.6157,46.0829,0.4748,20.83,0.8571,0.2,0.2727,-0.0147,-0.0143,124.7484,0.7179,0.0142,0.7207,-17.7958,23.9677,0.7778,0.2969
2024/12/10,21.26,20.66,1.7707,"8,022,780.20","5,181,814.40","-334,586.04",-23.6036,"2,154,925.07",103.1271,50,92.3054,104.9383,96.2246,56.38,"-120,034.99","98,244,638.25","-2,063,995.92",20.8482,20.624,20.6857,-0.2268,-0.84,-1.9819,-0.0356,-0.9232,8.2198,-0.001,-0.2318,27.1731,36.4633,8.5928,43.7791,1.0909,17.8854,62.2066,64.977,0.6549,20.49,0.7143,0.1111,0.2727,-0.0752,-0.0248,120.3262,0.6991,-0.0124,0.6886,-21.2712,24.1234,0.7856,0.3065
2024/12/9,20.68,20.44,0.8724,"4,365,479.70","4,443,612.60","-613,531.16",-26.3967,"2,035,751.14",95.809,41.6667,92.7604,115.0964,92.4099,56.16,"-63,832.18","98,159,950.14","1,900,535.02",20.8802,20.75,20.6986,-0.2478,-1.19,-2.2612,-0.0169,-1.7701,-78.2654,-0.0015,-0.43,31.0454,41.1084,10.9194,34.4934,0.9371,48.2772,46.8054,75.1152,0.6181,20.6,0.7143,0.2222,0.2727,-0.1302,-0.0365,124.1798,0.6794,-0.0068,0.6443,-31.6171,24.3526,0.7779,0.3123
2024/12/6,20.58,20.64,0.8405,"4,946,582.56","4,979,415.00","-601,827.97",-33.0204,"2,057,405.06",101.3725,41.6667,88.1333,122.7766,97.6168,56.48,"48,996.60","98,202,045.33","11,373,681.36",20.9824,20.962,20.8278,-0.22,-0.13,-2.0183,0.0047,-1.0428,-71.7005,-0.0017,-0.2018,39.4628,46.1399,26.1086,39.4266,0.0613,44.192,49.7778,65.8986,0.6519,20.585,0.7143,0.25,0.25,-0.0884,-0.0483,126.0073,0.6588,0.0107,0.6529,-30.95,24.4914,0.7783,0.3027
2024/12/5,20.62,20.63,0.6366,"3,637,121.62","5,905,663.20","-641,231.28",-37.4908,"2,140,802.38",98.1023,41.6667,77.2587,127.8579,96.9582,56.17,"105,276.63","98,199,639.18","14,979,102.73",21.0557,21.16,20.9218,-0.2028,-0.29,-1.7936,0.0225,-1.2801,-84.4411,-0.002,-0.2473,46.8257,49.4784,41.5204,39.0635,-0.2096,18.8245,43.4472,66.3594,0.7127,20.845,0.7143,0.2222,0.2727,-0.0528,-0.0573,125.8694,0.6376,0.0242,0.6721,-6.5009,24.5676,0.7842,0.2829
2024/12/4,21.27,20.75,0.93,"5,121,999.04","5,738,625.20","-548,739.55",-41.2327,"2,202,099.55",90,50,75.0452,122.9387,92.4751,56.29,"-78,645.56","98,220,765.88","14,630,128.36",21.148,21.188,21.0677,-0.1622,0.17,-1.5774,0.0378,-0.8916,-20.2222,-0.002,-0.1718,53.4183,50.8047,58.6456,41.5547,-0.0294,31.7654,49.0545,60.8295,0.7528,21.285,0.7143,0.2222,0.2727,-0.0148,-0.0633,133.0981,0.6155,-0.0133,0.6957,-2.2253,24.6686,0.7892,0.2535
2024/12/3,21.35,21.29,0.7901,"4,170,490.84","5,461,731.00","-567,931.24",-48.5601,"2,248,564.88",95.7543,50,71.4521,120,93.9502,56.83,"6,725.81","98,349,602.17","22,262,444.59",21.2102,21.222,21.2265,-0.1148,0.87,-1.655,0.0474,1.7119,56.2874,-0.0019,0.3364,60.5423,49.4979,82.631,54.6156,0.3111,13.6279,45.3357,36.5297,0.8311,21.53,0.5714,0.2222,0.2727,-0.0216,-0.0693,132.9794,0.5928,0.008,0.6971,-12.1829,24.5961,0.7836,0.2601
2024/12/2,21.59,21.5,1.5117,"7,027,788.09","5,286,953.80","-492,305.23",-59.024,"2,305,964.50",124.3765,50,89.5923,134.5151,114.0611,57.04,"-35,414.96","98,390,403.57","19,961,478.74",21.1183,21.08,21.1947,-0.1466,1.37,-1.833,0.05,2.7929,84.8833,-0.0019,0.6009,58.7857,43.9757,88.4057,60.8096,0.3981,67.2721,56.1003,28.8889,0.8538,21.545,0.7143,0.2222,0.1818,-0.0409,-0.0729,131.4985,0.5691,0.0186,0.6914,-10.2462,24.4585,0.7914,0.2624
2024/11/29,20.97,21.63,2.3623,"9,578,303.47","4,645,897.80","-678,387.59",-65.5221,"2,154,413.67",124.7997,50,101.441,139.5945,118.1303,57.34,"39,674.70","98,432,614.42","13,682,234.15",21.0071,20.864,21.0421,-0.2355,0.6,-1.6363,0.0567,3.4351,61.3271,-0.002,0.7673,51.3122,36.5707,80.7953,64.5884,-0.035,140.0512,68.3162,37.0909,0.7796,20.8225,0.7143,0.2222,0.0909,-0.0491,-0.0717,130.5371,0.5445,0.0435,0.705,-5.6353,24.2148,0.8129,0.2622
2024/11/28,20.93,20.77,0.69,"2,832,795.33","4,061,774.80","-1,167,895.99",-80.3921,"1,098,696.94",109.9323,41.6667,86.9026,134.3413,105.2535,56.48,"-84,841.58","98,035,319.05","20,057,903.74",20.9043,20.564,20.7482,-0.392,-0.35,-1.2134,0.0757,-0.8197,-43.2231,-0.0014,-0.0764,37.1066,29.2,52.9199,46.136,-0.5117,-66.6215,39.2845,68.3636,0.7802,20.7675,0.7143,0.2222,0.1,-0.0209,-0.0661,126.1847,0.5187,-0.0156,0.6629,-20.6245,23.8725,0.8385,0.2793
2024/11/27,20.5,20.92,0.916,"3,648,679.16","4,084,141.00","-1,085,659.39",-64.31,"1,057,516.22",105.3571,41.6667,83.2482,138.0174,105.6881,56.76,"97,109.56","98,055,524.38","23,791,362.50",20.9123,20.616,20.7372,-0.4427,-0.18,-0.5935,0.1171,-0.6215,-62.6504,-0.0012,-0.0373,32.6441,25.2467,47.4388,49.9166,-0.7273,-53.5982,43.5921,75.122,0.7963,20.585,0.7143,0.3333,0.0909,0.0963,-0.0577,128.5012,0.4918,-0.0247,0.7521,-15.4901,23.6354,0.8551,0.2583
2024/11/26,20.43,20.58,0.8284,"3,308,816.18","4,033,650.20","-1,054,203.81",-56.1144,"1,056,379.43",112.7792,41.6667,72.8791,135.9563,105.3753,56.01,"-5,233.89","97,994,479.36","23,113,001.33",20.8788,20.656,20.6458,-0.5275,-0.11,0.1319,0.167,-2.8482,-80.9952,-0.0008,-0.4827,21.982,21.548,22.8499,40.7448,-0.8133,-77.5733,41.1927,83.4146,0.793,20.33,0.7143,0.3,0.1,0.2496,-0.0476,123.8267,0.4642,-0.0641,0.8536,-28.0426,23.3859,0.8677,0.3143
2024/11/25,19.9,20.42,0.9556,"3,802,769.69","3,987,853.40","-958,847.25",-34.1321,"1,754,726.26",120.3842,33.3333,79.1858,144.9511,112.9834,55.75,"74,638.90","97,968,595.71","21,915,660.74",20.9559,20.76,20.6788,-0.5614,-0.68,0.8769,0.2308,-4.2999,-122.4947,-0.0005,-0.8182,17.4478,21.331,9.6815,36.1601,-0.8849,-80.0542,43.205,87.3171,0.7812,20.5375,0.7143,0.2727,0.1111,0.4405,-0.0352,120.8284,0.4363,-0.0752,0.8679,-29.1742,23.2416,0.8715,0.352
2024/11/22,21.44,20.13,1.9656,"6,916,733.68","3,995,252.20","-875,581.89",-11.1632,"2,061,823.64",135.9343,33.3333,82.5668,148.9707,119.0698,55.23,"-135,610.98","97,913,592.87","18,133,526.28",21.1075,20.814,20.8082,-0.5498,-1.32,2.2734,0.3021,-6.7984,-107.0497,-0.0006,-1.2909,14.6162,23.2726,-2.6966,27.7122,-0.8916,-20.8269,55.82,99.2308,0.7663,21.03,0.8571,0.2,0.1,0.7651,-0.0203,120.4668,0.4084,-0.1057,0.9086,-32.37,23.2375,0.9344,0.3575
2024/11/21,21.06,21.03,0.8028,"2,928,236.52","3,395,603.60","-1,047,420.44",-7.0664,"3,748,315.62",137.2144,33.3333,85.0932,165.8537,119.3137,56.89,0,"98,199,236.10","31,027,071.31",21.2787,21.008,21.1472,-0.4421,-0.96,3.1003,0.375,-3.2065,-69.3029,-0.0004,-0.7018,21.336,27.6007,8.8066,42.1306,-0.5409,-72.6139,35.1278,78.5714,0.7829,21.075,0.8571,0.2222,0.0909,0.9746,-0.0065,125.9281,0.3808,-0.0624,0.8571,-44.1188,23.3491,1.0295,0.3687
2024/11/20,21.1,21.12,0.9155,"3,428,824.34","3,649,381.60","-870,232.12",1.3224,"5,531,820.77",133.8624,41.6667,91.7328,175.5611,122.6916,57.09,"74,945.24","98,211,721.04","35,871,452.31",21.2891,21.092,21.2059,-0.4344,-0.96,3.7409,0.4361,-3.0896,-59.0315,-0.0006,-0.67,20.5755,30.7331,0.2601,44.0401,-0.0965,-58.275,37.1112,75.9894,0.8256,20.965,0.8571,0.3,0,1.136,0.0003,128.1553,0.3537,-0.1032,0.8921,-21.9262,23.6822,1.0999,0.3618
2024/11/19,20.56,21.1,0.636,"3,031,618.53","3,760,293.60","-683,626.26",5.9428,"5,372,742.36",132.5726,41.6667,84.9831,170.1205,120.4219,56.83,"136,175.44","98,208,457.94","33,702,748.48",21.2999,21.266,21.2488,-0.4238,-1.41,4.071,0.4993,-3.137,-64.3769,-0.0004,-0.7545,22.6023,35.8119,-3.817,43.5664,0.0117,-64.8871,34.9124,75.5208,0.8158,20.8025,0.8571,0.3,0.1,1.2283,0.0062,121.5438,0.3272,-0.0263,0.9,-16.2197,24.0282,1.1656,0.3467
2024/11/18,21.08,20.69,0.6816,"3,905,110.34","4,833,902.40","-398,021.42",10.0536,"5,172,602.26",128.3328,33.3333,87.3176,160.3429,116.8059,56.28,"-86,863.27","98,147,534.28","32,577,792.63",21.3528,21.462,21.3232,-0.3883,-1.74,4.1095,0.5646,-4.7751,-67.264,0.0005,-1.1555,25.9324,42.4168,-7.0362,34.027,0.2831,-36.0023,37.211,86.1979,0.8202,21.22,0.8571,0.3,0.2,1.2791,0.0096,120.4307,0.3012,-0.0522,0.92,-3.5376,24.3565,1.1967,0.3445
2024/11/15,21.45,21.1,0.4674,"3,722,916.26","5,655,531.40","-107,168.93",11.3377,"4,913,014.84",124.1661,33.3333,86.2427,159.6591,112.9091,56.87,"-102,761.47","98,222,440.89","31,433,692.52",21.5117,21.826,21.6398,-0.2385,-2.45,4.305,0.6284,-2.8098,-32.4074,0.001,-0.7218,36.8697,50.6589,9.2912,39.6061,0.5269,-42.9093,36.4124,75.5208,0.8605,21.5925,0.8571,0.4,0.2,1.3763,0.0123,128.034,0.2755,0.0047,0.9579,1.9828,24.7739,1.2414,0.3045
2024/11/14,21.99,21.45,0.3868,"4,247,338.18","7,866,228.80","283,814.57",11.7259,"4,556,514.59",112.0565,33.3333,82.8489,160.9323,109.3913,57.44,"-113,730.78","98,282,426.93","35,556,974.62",21.6659,22.092,21.9097,-0.0869,-0.22,4.3201,0.6741,-0.9657,4.1983,0.0015,-0.3155,48.5881,57.5535,30.6573,44.8358,1.0042,-57.8863,37.5769,66.4063,0.9007,21.9825,0.8571,0.4444,0.1818,1.4459,0.0148,127.6786,0.2493,0.0476,1.0371,8.742,25.2495,1.2554,0.3013
2024/11/13,21.86,21.99,0.3404,"3,990,629.38","10,854,812.80","725,533.35",13.8282,"4,354,413.98",88.5561,33.3333,78.7041,141.8719,94.9772,58.08,"12,178.67","98,385,532.55","36,160,648.48",21.7309,22.512,22.1395,0.0659,0.16,4.3824,0.7002,1.6879,44.2677,0.0022,0.3118,56.6123,62.0362,45.7645,54.0038,1.0299,-72.9669,36.9284,50.6297,0.8618,22.1975,0.8571,0.4444,0.1818,1.5401,0.016,130.5045,0.2222,0.0687,1.0179,3.2639,25.7921,1.2497,0.2763
2024/11/12,22.06,22.08,0.6924,"8,519,347.69","11,741,447.60","1,299,296.92",16.5854,"4,061,169.73",116.8019,41.6667,96.1769,111.9841,110.9339,58.24,"-99,951.63","98,401,825.18","33,389,988.14",21.7345,22.448,22.2143,0.1691,1.08,4.2363,0.7052,2.1631,74.1446,0.0031,0.4882,61.4356,64.7482,54.8105,55.5824,0.5625,88.3238,45.644,47.8803,0.8191,22.3525,0.8571,0.4444,0.1818,1.6665,0.0174,129.5775,0.194,0.072,1.0264,14.8112,26.3581,1.2749,0.2569
2024/11/11,22,22.51,0.65,"7,835,900.89","12,192,585.00","1,560,113.08",10.765,"4,029,382.67",142.516,50,119.4074,107.7844,130.2215,58.81,"127,178.80","98,563,098.29","23,041,220.41",21.7563,22.398,22.2814,0.2763,2.08,3.5999,0.6954,4.8643,89.7955,0.0041,0.94,67.1535,66.4045,68.6514,62.903,0.5526,90.8406,44.4662,37.1571,0.7537,22.815,1,0.3333,0.1818,1.658,0.016,133.9084,0.1645,0.0653,1.0143,35.3599,26.9845,1.2707,0.2478
2024/11/8,24,22.43,1.3324,"14,923,236.38","12,250,086.20","1,919,124.86",7.3976,"4,212,103.55",200.9544,41.6667,120.4752,111.6331,149.2946,58.14,"-137,187.22","98,534,696.71","6,106,683.84",21.5497,22.096,22.1671,0.3122,1.95,3.1529,0.6692,5.4702,163.2931,0.0042,1.0591,70.1312,66.03,78.3337,62.1297,2.9874,110.6288,59.6775,39.1521,0.6162,22.9925,1,0.3333,0.1818,1.5914,0.0081,131.1696,0.134,0.0263,1.0086,64.0188,27.4729,1.2217,0.3287
2024/11/7,21.36,23.55,2.2702,"18,560,405.31","11,055,290.20","1,660,468.95",2.1261,"4,372,267.87",206.7669,41.6667,152.776,140,174.9773,59.71,"139,017.96","99,235,220.99","28,939,711.32",21.3683,21.696,22.0357,0.3363,3.06,3.0207,0.6364,11.6908,200.3648,0.0038,2.3891,75.6395,63.9794,98.9599,82.0949,2.3082,111.3584,73.3018,0.8969,0.6303,21.685,1,0.3333,0.1818,1.5379,-0.0029,137.7193,0.1026,0.1372,1.0021,40.2177,27.7859,1.2239,0.3355
2024/11/6,21.84,21.67,1.0494,"8,411,272.82","8,431,682.60","856,972.55",-1.1509,"3,179,554.85",200.4468,33.3333,125.1692,115.8909,161.7782,57.44,"-11,520.89","97,574,573.70","16,806,337.74",20.9254,21.082,21.2786,0.0964,0.63,3.0245,0.5986,4.0743,131.1847,0.0026,0.8091,64.0424,58.1493,75.8286,67.4746,1.1371,-16.8317,50.3846,14.7222,0.6886,21.5525,1,0.3333,0.2727,1.3905,-0.0126,120.0554,0.0707,0.0715,0.9157,-0.6453,28.0113,1.2454,0.3346
2024/11/5,21,21.83,1.3563,"10,571,853.64","8,033,498.80","909,560.12",2.0304,"3,200,442.95",201.2304,41.6667,143.3795,123.857,173.0659,57.84,"126,925.41","97,636,362.42","29,717,667.78",20.7382,20.846,21.0828,0.0674,-0.01,3.3839,0.5963,5.3571,127.008,0.0019,1.0855,58.2756,55.2028,64.4212,71.6224,0.6021,43.0034,59.3773,10.2778,0.7165,20.8525,1,0.3333,0.2727,1.406,-0.0241,120.7412,0.039,0.0724,0.8993,-6.1257,28.1434,1.3408,0.3419
2024/11/4,20.5,21,0.8973,"8,152,859.86","7,887,846.00","732,542.86",2.7531,"3,090,128.05",198.3988,41.6667,133.7937,122.4211,173.1299,56.66,"86,288.54","97,213,530.90","18,187,093.56",20.522,20.688,20.7092,-0.0378,0.68,3.3978,0.5989,2.3932,62.8574,0.0008,0.3809,45.7844,53.6664,30.0206,61.3524,0.7644,138.6084,51.6097,33.3333,0.6927,20.5425,1,0.3,0.3,1.3038,-0.0321,115.0685,0.0084,0.029,0.86,-19.8625,28.2399,1.4591,0.3425
2024/11/1,20.45,20.43,1.0498,"8,868,239.70","9,194,930.40","745,153.98",0.6835,"3,170,861.69",196.4037,33.3333,121.1557,120.0689,164.1748,55.88,"-71,311.93","96,983,337.92","18,677,284.37",20.3638,20.856,20.5639,-0.0538,0.31,3.369,0.6188,0.5455,45.1712,-0.0004,-0.0345,45.826,57.6073,22.2632,51.2571,1.2094,103.977,53.3649,49.1667,0.6995,20.4325,0.8571,0.3,0.3,1.215,-0.0378,112.624,-0.0207,-0.001,0.8379,-14.3433,28.3375,1.5846,0.39
2024/10/31,20.2,20.48,0.7558,"5,988,650.59","8,340,361.20","698,973.91",-2.1727,"3,166,368.44",205.9618,41.6667,139.9849,124.3007,173.679,56.55,"59,919.55","97,004,714.37","19,276,522.78",20.3322,20.834,20.6308,0.0207,0.23,3.6,0.643,1.3527,35.0272,-0.0009,0.1709,58.7842,63.498,49.3566,52.2548,1.2094,48.1413,44.923,47.7778,0.7003,20.545,0.7143,0.3,0.2727,1.2028,-0.0403,110.5832,-0.0481,0.0576,0.84,-13.1047,28.4668,1.6975,0.3837
