QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,target
-0.879656497,2.601363728,6.895763853,2.685006625,1.512023988,5.988250384,0.92917981,-0.365302862,0.095568671,1.145158159,1.435434861,1.503753993,-1.015377954,1.44418194,2.435929543,-0.337875127,-0.134650947,-0.258426655,0.827052817,0.433250302,2.53773301,3.030570853,-0.273877959,0.108507563,2.262657028,-0.376733998,0.218495046,1.062925923,-0.739731491,-0.211114427,-0.105719772,-0.077907441,-0.547974888,0.407808181,0.801093786,-0.257266828,0.464373035,0.755828086,0.078120015,2.258244613,1.81712833,2.220699621,2.278802781,1.364103346,1.629588477,2.43670991,1.822141171,1.763381571,1.624324648,-1
-0.262611881,5.067047186,6.926474739,5.739987927,1.546598487,6.230819553,1.383610566,0.273229296,0.262192089,1.34144519,1.662838226,1.552617699,-1.542326511,1.476199835,2.763470705,-0.308999593,-0.124232009,-0.191671941,1.783762865,1.116164833,2.523156579,2.981705007,0.499694182,0.564190056,2.995151384,0.322698975,0.781397207,1.468862797,-0.118984573,0.080990214,0.176258224,0.31710473,0.353203818,0.04322862,0.905148963,0.039492951,1.255423478,0.755828086,-0.661202678,2.347452804,1.747425145,1.518957473,2.23916223,1.619730588,1.567590293,3.460726967,1.674913867,1.739368384,1.810607903,-1
0.541147843,6.992976977,6.338280323,7.57149947,1.54169841,6.379201854,2.567108014,0.911761455,0.687014981,2.125549948,2.520166623,1.703650971,-1.425992025,1.662491818,4.097489027,-0.306295237,-0.155488823,-0.130653961,2.747599245,2.436466259,2.376742986,2.768416343,3.250161751,1.528429549,3.413719587,2.690557553,1.433615156,1.751431038,0.803647175,1.656495276,2.170638578,1.433274149,1.215876196,-0.976591945,1.230385463,0.100144585,1.255423478,0.755828086,-0.784016459,2.327900324,1.538315587,2.75107648,2.200269614,2.794600167,1.289319374,3.33065051,1.489741381,1.669416927,2.397682402,-1
2.946020121,10.79791752,5.096612074,7.843871789,1.437506751,5.944656704,3.445676984,1.550301276,2.263122026,1.69223237,2.891249908,1.850242088,-0.35377401,1.746640367,4.185817662,-0.374950964,-0.256205222,-0.18680441,2.744036079,3.756767685,2.003826591,2.37748957,4.741014757,2.182262652,2.995151384,3.907131357,1.686083168,1.797169492,1.22972698,2.505957322,3.075183264,2.718599801,3.647776337,-1.295208358,1.029195035,-0.120800652,0.464373035,0.755828086,-0.784016459,2.068218944,1.23162157,3.880782769,2.160629063,3.221209869,1.052861184,3.270804502,1.285727151,1.323835848,2.67428481,1
1.993834091,5.449255576,3.284976624,3.758680139,1.189125209,2.362453473,2.274527588,0.911761455,1.342447297,1.428126634,2.404718993,1.770283297,2.061882489,1.59593734,2.890569183,-0.477629224,-0.369077049,-0.323182203,2.002897569,2.982797883,1.530628247,1.964742199,4.433583576,1.887603832,2.314978053,3.566464835,1.808600918,1.7194152,1.544754646,2.40322298,2.334363299,0.831321544,2.911769745,-1.932441184,0.720361322,-0.365573317,1.255423478,0.001931182,-0.784016459,1.690000652,0.910986916,3.86788889,2.119492642,3.249989095,0.682313898,2.678063912,1.134155778,0.720374025,2.14704675,1
0.555181985,2.692235457,2.174529025,1.678000387,1.058744319,0.734522712,1.587168377,0.911761455,0.810659875,0.874219504,1.719390529,1.592597094,1.033737911,1.352961436,0.92686332,-0.563470691,-0.487158345,-0.466948213,1.103198175,1.207220103,1.156023712,1.656487833,2.338584381,1.247805361,1.634804722,1.815296698,1.480002029,1.53175587,1.12897693,1.908168646,1.778731126,0.986991466,1.478660045,-1.629531744,0.138574991,-0.432723341,0.464373035,-0.224034317,-0.661202678,1.366773711,0.618233536,3.248373766,2.076112417,2.312124907,0.404042979,1.566179459,1.037853524,0.129440821,0.724520079,1
0.478604383,2.411465845,1.830701189,1.324790728,0.911523533,0.690794648,1.745831316,0.911761455,0.604066393,0.533235968,1.387782082,1.508196148,-1.873176159,1.294498683,0.825023266,-0.59827836,-0.539253034,-0.530573799,0.793202741,0.524305573,0.856184257,1.487147698,1.570382874,1.232933683,1.216236519,1.139135062,1.245656871,1.440770019,0.786059097,1.419796879,0.742037201,0.679335475,1.176707944,-1.022960133,0.462530023,-0.502039494,0.464373035,-0.751965722,0.078120015,1.158417592,0.325480155,2.867768371,2.030737698,1.907522848,0.207955699,1.136540969,0.951286172,-0.098162428,0.001966849,-1
-0.276188388,1.306563323,1.629761972,0.990865378,0.763144483,0.531919748,1.316908653,0.273229296,0.439159546,0.584694515,0.969091293,1.481543217,-1.211276568,1.273158155,1.199631756,-0.62697942,-0.55835442,-0.560648188,0.729065754,0.797471385,0.592477468,1.362063423,1.435840951,1.088069167,0.902310366,1.009849854,1.342004923,1.440149452,0.968243877,1.137947721,0.788953276,0.594359699,0.167970992,-1.067235015,0.495335596,-0.499873364,0.464373035,-0.751965722,0.078120015,0.986722374,-0.036976411,2.939925381,1.983119175,1.528314224,0.04358842,1.647961192,0.88774762,-0.200479484,0.00083786,1
0.580199368,2.427424659,1.771096837,1.40234723,0.634306788,0.809084075,1.205305139,0.273229296,0.574281558,0.753281334,0.98282118,1.530406923,0.733365739,1.285004762,1.819636827,-0.648352549,-0.567036868,-0.579770632,0.737973669,1.43485828,0.456647208,1.241281803,2.087820922,1.229747357,0.588384214,1.585815454,1.372442381,1.38335412,1.087099301,1.714976428,0.343353747,0.768193837,1.956339743,-1.376237986,0.339765418,-0.621176632,-0.327231366,-0.563321853,0.571001811,0.882849822,-0.385492339,3.14582404,1.933256847,2.217322751,-0.028502491,1.433859631,0.807146821,-0.249549909,0.053900363,1
-0.454208429,0.860950978,1.60790602,0.718878345,0.457754897,0.602604256,0.839538109,0.273229296,0.32720768,0.341331567,0.547703765,1.441563822,-0.335673544,1.219766331,1.630947829,-0.676966372,-0.605239641,-0.630271268,0.46717306,0.888526656,0.308220834,1.112202208,0.962070678,0.830601104,0.117494985,0.716372433,1.20655358,1.280523542,0.885964523,0.841418919,-0.062036916,0.289199542,-0.148834685,-0.688862566,0.506356218,-0.575687906,-1.118281809,-0.751965722,0.817442709,0.752092609,-0.650364445,2.597537323,1.881150714,1.692525101,-0.254867954,0.932731085,0.66269344,-0.374836101,-0.474466687,-1
-0.151711649,1.211722047,1.559021884,1.173884911,0.372539332,0.802459406,1.152274684,0.911761455,0.747776616,0.469966731,0.825674538,1.459332442,-1.180432133,1.225714054,1.70626212,-0.685428386,-0.629550496,-0.632009672,0.572286454,0.934054291,0.223813884,1.023383153,1.375709921,1.382463461,0.065173959,1.027303357,1.401083378,1.222449304,1.315349764,1.263289294,0.27301403,0.225566084,0.515481119,-0.908319303,0.573248831,-0.560524998,-0.327231366,-0.751965722,0.078120015,0.687936033,-0.887355277,3.008786612,1.827050088,1.359024659,-0.234682499,1.037966908,0.550742071,-0.371703946,-0.781551809,-1
0.105936893,1.444116514,1.405028715,1.454840063,0.244849497,0.857034953,1.132434807,0.911761455,0.897373501,0.193612042,0.536206541,1.521522613,-0.202888247,1.234969989,1.950355515,-0.706190855,-0.667753268,-0.647742228,0.547344293,1.525913551,0.118337662,0.910592174,1.91545869,1.960763535,-0.091789117,1.439076743,1.53358871,1.022556718,1.781495199,1.86239827,0.288629791,0.372241563,1.112174761,-1.386984108,0.772901497,-0.593016944,-1.118281809,0.001931182,0.078120015,0.590173631,-1.110405471,3.095062953,1.770705657,1.447055233,-0.316866138,0.581217561,0.36457516,-0.384232565,-0.198993268,-1
0.938375081,1.893347152,1.308858047,1.494432214,-0.007506206,0.846988104,1.517465248,0.911761455,1.317023482,0.361700835,0.939503558,1.521522613,1.752363754,1.234969989,2.038805445,-0.742568794,-0.709429019,-0.688594722,0.281888432,1.753551728,-0.046190961,0.796571865,2.157237628,2.146528634,-0.353394244,1.62718672,1.421598411,0.645899793,1.978503297,1.86239827,0.032483154,0.460530706,2.369892239,-1.84283043,0.7013956,-0.681828265,-0.327231366,0.001931182,0.078120015,0.461249464,-1.277693117,3.002910535,1.71186811,1.604494528,-0.358678867,0.357939904,0.191231103,-0.48550557,0.178089199,1
1.335144684,1.725788415,0.884344414,0.928794057,-0.238579691,0.484103187,1.271352078,0.273229296,1.065221003,0.243661176,0.809021533,1.454890287,1.05377058,1.195734296,1.072597764,-0.783744783,-0.766733177,-0.750047303,-0.200920549,0.797471385,-0.095633955,0.723119429,1.345217767,1.421070259,-0.51035732,1.039585452,0.957669184,0.145847254,1.646171044,1.380240017,-0.151844741,0.34686791,2.199301173,-1.573998167,0.521477536,-0.755476678,-1.118281809,0.001931182,0.078120015,0.348211686,-1.347396303,2.609213363,1.650786758,1.120326373,-0.430769778,-0.050941912,-0.022204,-0.518915221,-0.00029113,1
0.326822086,0.643615062,0.525800521,0.12948837,-0.438914122,-0.033647765,0.912318718,-0.365302862,0.666935378,0.138595098,0.535255749,1.410468736,1.081574481,1.167436311,1.079879599,-0.801541185,-0.811881908,-0.789943675,-0.548329226,0.296667396,0.009225447,0.730495406,0.631425306,0.43646233,-0.458036295,0.545715958,0.436309034,-0.335280704,1.185134277,0.782839323,-0.319284224,-0.143591673,0.708771767,-0.429292471,0.50866286,-0.809629922,-1.118281809,0.001931182,0.300160824,0.335991386,-1.305574391,2.187452593,1.587461601,0.648008488,-0.450955234,-0.243032075,-0.24898534,-0.436435145,0.193895051,1
0.25527847,0.471975848,0.349651524,-0.048236329,-0.374474467,-0.097933525,0.761336021,-1.003842683,0.560102892,-0.02444869,0.463918067,1.379373651,1.97532047,1.158116019,1.025026174,-0.813928876,-0.825773825,-0.810717602,-0.76746393,0.205612125,0.186220328,0.799030524,0.170127956,-0.349530683,-0.458036295,0.210867271,-0.155341167,-0.754724345,0.524865329,0.320960405,-0.421508987,-0.245684857,0.404021934,0.54252182,0.648086544,-0.777137976,-0.327231366,0.001931182,0.078120015,0.389149692,-1.180108657,2.066620047,1.522141951,0.089352925,-0.399049777,-0.209044639,-0.448655502,-0.34142645,0.710972206,-1
1.595233948,1.014688651,0.263622355,-0.179080356,-0.212560386,-0.13228311,1.338134742,-1.003842683,1.01901097,0.414287412,0.940157227,1.388257961,0.312800483,1.161454704,1.09408272,-0.824048399,-0.827510315,-0.820191904,-0.904645817,0.387722667,0.418209582,0.90874818,0.247224167,-0.064933068,-0.353394244,0.281327709,-0.513949342,-1.040886476,0.159256596,0.560548404,-0.405996414,-0.237666613,1.835410632,0.37183484,0.637834803,-0.857284778,0.464373035,0.454540755,0.300160824,0.491800214,-0.984939737,2.131675529,1.455326431,-0.245840413,-0.348586139,-0.270699503,-0.636444896,-0.247461806,0.779840561,1
-0.108846498,0.030253973,0.019017307,-0.907539571,0.0144245,-0.424078221,0.935458139,-1.003842683,0.858507967,-0.02444869,0.516831329,1.34383641,1.300232864,1.140115859,0.828088114,-0.829893295,-0.837929253,-0.843051917,-1.157630597,-0.022026052,0.722496634,1.04766241,-0.638679563,-0.802570699,-0.301073219,-0.365098329,-1.263404266,-1.26222908,-1.012881528,-0.397241885,-0.554758896,-0.424089402,-0.565705627,1.139928043,0.411783902,-0.868115426,0.464373035,0.207539429,0.571001811,0.631722652,-0.720067631,1.758986093,1.388012288,-0.906069715,-0.430769778,-0.691139928,-0.803351356,-0.134704233,1.348851229,1
0.08549586,0.168960569,0.04502932,-1.000431654,0.398725094,-0.208519249,1.00967655,-1.003842683,0.852680189,0.067778275,0.50915991,1.321625635,-1.748385112,1.134284022,0.852918085,-0.822303653,-0.836192763,-0.838184385,-1.180791176,-0.477302406,1.064572029,1.238515811,-1.233439691,-0.927895501,-0.301073219,-0.847332154,-1.382738649,-1.159765445,-1.348688727,-1.158093318,-0.560571812,-0.308081505,-0.225697306,1.566643701,0.547619477,-0.813962182,1.255423478,-0.224034317,0.300160824,0.828469486,-0.385492339,1.676287157,1.320448834,-1.332679418,-0.38895705,-0.641822383,-0.85992893,-0.017770455,1.509167727,-1
-0.470530746,-0.139220951,0.035492444,-1.183454501,0.548335231,0.217432467,1.190258684,-0.365302862,0.964549974,0.159118754,0.602665756,1.374931496,-0.044888082,1.145655674,1.118257615,-0.810788335,-0.825773825,-0.809239959,-0.983035468,-0.43177477,1.34155668,1.443199169,-0.609668098,-0.53084695,-0.039468092,-0.447194436,-1.057551175,-0.936879519,-0.97749787,-0.297773546,-0.440667531,-0.38268164,-1.377224515,0.93510295,0.809038886,-0.807463793,0.464373035,0.001931182,0.078120015,1.004441809,-0.092738959,1.887993389,1.253134691,-1.197247766,-0.410584323,-0.732631305,-0.811149745,0.119000305,1.635614542,-1
-0.12471118,0.107216433,0.111878071,-1.102324233,0.717906334,0.509669887,1.032055572,0.273229296,1.296472802,0.407173109,0.686077928,1.388257961,1.399269629,1.147477432,1.325947043,-0.810875572,-0.822300846,-0.804807029,-0.959874889,-0.477302406,1.52988157,1.623295937,-0.490786343,-0.449967923,0.065173959,-0.376733998,-1.134142804,-0.791073357,-1.279721718,-0.031020968,-0.319284224,-0.3249744,-0.722784618,0.627867103,0.828517195,-0.83778961,1.255423478,0.454540755,-0.513175472,1.129699886,0.130311235,1.912213179,1.186319171,-1.039808471,-0.368771594,-0.324320706,-0.656438081,0.202524433,1.635614542,1
-0.539633642,-0.080082463,0.144129751,-1.152619245,0.853062458,0.472938116,0.842155762,0.273229296,0.924364,0.237458261,0.516831329,1.361605031,1.972099386,1.143787038,1.036699927,-0.814016113,-0.808408929,-0.806980034,-0.970564387,-0.750468218,1.670354212,1.809846685,-0.73994363,-0.689399255,0.117494985,-0.600397407,-1.188846456,-0.527963925,-1.667775854,-0.48489702,-0.319284224,-0.331929177,-1.548053874,0.883895781,0.777258487,-0.82912509,0.464373035,0.454540755,-0.513175472,1.227462288,0.35336143,1.583518208,1.120251586,-0.581033751,-0.368771594,-0.244250184,-0.494765439,0.275608044,1.509167727,1
-0.385410624,0.158580915,0.284417966,-0.967984378,0.938135841,0.366803357,0.828533651,-0.365302862,0.925953881,0.317334179,0.542324434,1.330509945,-1.482784916,1.141771862,1.106753624,-0.809130827,-0.784098074,-0.797158051,-0.852979912,-1.160216936,1.739697768,2.009305392,-0.879379356,-0.494528387,0.588384214,-0.747136118,-1.096375224,-0.101586127,-1.955418958,-0.802023649,-0.212725572,-0.188154134,-1.020994641,1.054582761,0.815702518,-0.820460571,0.464373035,0.454540755,-0.513175472,1.31178236,0.534589713,1.673425233,1.054184002,-0.530246882,-0.378864322,-0.088588557,-0.30509187,0.31214985,1.348851229,1
-0.647940607,0.115689996,0.435123461,-0.845376569,0.966388444,0.297297931,0.741029587,0.273229296,0.76855748,0.090834394,0.275296255,1.330509945,-2.057943649,1.141771862,1.00655527,-0.792991933,-0.751104771,-0.773689597,-0.582179302,-1.114689301,1.834655586,2.199851461,-0.872703707,-0.340986336,0.902310366,-0.735500449,-0.615077099,0.484369014,-1.683411649,-0.802023649,-0.131172775,-0.122657526,-1.223887602,0.918811715,0.840306698,-0.779304106,0.464373035,1.133115826,-0.513175472,1.420543032,0.673996084,1.712365662,0.988365728,-0.254304891,-0.326958866,0.176976276,-0.052926513,0.353911914,0.453562618,-1
-0.721619853,0.216591657,0.728850481,-0.555956928,0.951580709,0.207525743,0.772434688,0.911761455,1.219337717,0.212151064,0.555072401,1.370489341,-1.659152727,1.147787025,1.200345612,-0.775108294,-0.70595604,-0.738573837,-0.16528889,-0.3407195,1.879423733,2.352595648,-0.42962636,0.033062401,1.268557544,-0.406469596,0.171503148,1.084284205,-0.851391527,-0.416525204,0.007202131,-0.254380213,-1.019812004,0.355493423,0.954613616,-0.729483121,-0.327231366,1.510403566,-0.661202678,1.522582539,0.785521181,1.952493232,0.921550209,0.431317845,-0.244775226,0.327428595,0.261625957,0.369572688,0.325986813,-1
-0.719636768,0.253270247,1.059908431,-0.18214852,0.950710278,0.207686375,0.098832172,0.911761455,1.05681123,-0.237021175,0.041214711,1.410468736,0.179900583,1.158123255,1.298803131,-0.766907991,-0.671226247,-0.707543326,0.267635768,0.16008449,1.902083753,2.437419382,0.32073159,0.436239426,1.634804722,0.16367817,0.769627125,1.528140395,-0.205378918,0.402957941,0.180936073,-0.349666577,-0.919782041,-0.524272702,1.027144687,-0.690492785,-0.327231366,1.510403566,-0.661202678,1.58979419,0.813402456,2.210515435,0.853238819,0.812219365,-0.286587955,0.228539632,0.618467677,0.389409669,0.048255415,-1
-0.504395741,0.56559155,1.157902014,0.340912001,0.949375154,0.291893357,0.973691118,1.550301276,1.939476926,-0.69356669,0.714697893,1.428237357,-1.171903947,1.162153495,1.473454071,-0.763505738,-0.671226247,-0.695809099,0.579412786,0.524305573,1.850011158,2.447254017,0.64984608,0.794471223,2.0010519,0.47525552,1.140456824,1.847176365,0.147651037,0.786748104,0.278861342,-0.001624641,-0.378178131,-0.758232043,1.217570786,-0.673163746,0.464373035,1.510403566,-1.400525372,1.668004112,0.799461818,2.434757806,0.782932937,1.133869538,-0.316866138,0.111061692,1.031311251,0.353911914,-0.075933421,-1
-0.282900369,0.81961922,1.19681462,0.812157482,0.810612462,0.297605328,1.68610308,2.188833434,3.153521217,-0.506772037,1.305895139,1.459332442,-0.271065144,1.167179897,1.156006248,-0.770310244,-0.681645185,-0.691289248,0.853776561,0.979581926,1.679801298,2.399310168,1.127230238,1.022934936,2.210336002,0.751279439,1.530484461,2.110744477,0.596927348,1.183833913,0.406401523,0.418920247,0.166647143,-0.943633109,1.26421621,-0.606013723,-0.327231366,1.510403566,-1.400525372,1.642341481,0.729758633,2.446570853,0.710881872,1.452133919,-0.348586139,0.372830614,1.43797892,0.285004509,-0.033031823,-1
0.369992327,1.409345605,1.181217383,1.187956089,0.72471373,0.347507992,3.090900954,2.188833434,4.748439173,-0.298186251,1.969941146,1.490427528,-0.628851529,1.180811933,0.940976565,-0.790811001,-0.70595604,-0.697547503,1.049750687,1.252747739,1.53397206,2.297275821,2.015417742,1.676091002,2.210336002,1.403523311,1.949311333,2.279981074,1.202634677,2.273347221,4.642847466,0.654611961,1.657741391,-1.420380244,0.891309112,-0.651502448,0.464373035,1.510403566,-2.139848066,1.57024171,0.534589713,2.543876255,0.637085627,1.313316477,-0.368771594,0.930751353,1.695378096,0.222361413,0.681618481,-1
1.055682203,1.657872199,0.974283368,1.061312281,0.572263421,0.305314566,2.811249533,2.188833434,4.413234873,-0.005585951,2.097406672,1.468216752,1.509564873,1.178186382,1.577997712,-0.823612212,-0.75457775,-0.737270034,0.960671539,1.34380301,1.391129531,2.152829608,2.287136714,1.511509188,1.844088824,1.609086791,2.167046202,2.291032555,1.600862309,2.250375171,3.868938597,0.683736902,2.521269857,-1.808839279,1.021762523,-0.742479899,-0.327231366,1.510403566,-2.139848066,1.452926827,0.311539518,2.427679112,0.561793511,2.17500036,-0.461047961,0.578634877,1.754049197,0.11586815,0.62404002,1
0.199141902,0.677973932,0.643106294,0.472688898,0.373031767,0.102486477,2.777738197,2.188833434,4.007610102,-0.194230771,2.048542765,1.401584426,1.526472944,1.141612366,1.089235261,-0.861822134,-0.799726481,-0.792551281,0.718376257,0.934054291,1.28373792,2.018525363,1.600875028,1.127919048,1.477841646,1.098410221,2.137008992,2.181381141,1.663046013,1.893882776,2.75107023,0.173847338,0.961529673,-1.859290133,1.021762523,-0.770639586,-0.327231366,1.510403566,-2.139848066,1.324613675,0.102429961,1.928075543,0.485504149,1.870279144,-0.533138873,0.00542797,1.76462151,0.042784538,0.513399057,1
0.303940333,0.710031831,0.486743814,0.473967642,0.30101832,0.165494372,2.993695651,2.188833434,3.777391457,-0.047325519,2.336250665,1.366047186,1.565249499,1.135927086,1.210126334,-0.891482804,-0.829246805,-0.823407952,0.65423927,0.387722667,1.193974375,1.925403655,1.641230076,1.098731565,1.163915493,1.104228056,2.03909718,2.034312261,1.637894302,1.769363494,2.837060104,0.158485582,1.078822615,-1.854519257,1.070970882,-0.816128312,0.464373035,0.755828086,-2.139848066,1.223185183,-0.162442145,1.912350186,0.40971341,1.719611431,-0.543231601,-0.146420658,1.738452419,0.052181002,0.456949586,1
0.207379333,0.730838984,0.435387005,0.383643527,0.263704216,0.164692986,2.771623612,2.188833434,3.455161369,-0.100813524,2.296806954,1.32606779,1.595456503,1.126093746,0.962874733,-0.914426204,-0.858767129,-0.856524548,0.556252207,0.934054291,1.124858069,1.841194586,1.49499322,1.001587941,0.849989341,0.992396351,1.894188817,1.870477291,1.542369822,1.538907566,2.923049979,0.474623125,1.165984774,-1.845016932,1.081222624,-0.857284778,0.464373035,0.454540755,-2.139848066,1.118090601,-0.357611065,1.639493171,0.33516923,1.51815685,-0.574951602,-0.202336496,1.688207765,0.098119273,0.091157013,1
