QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,target,VHF
-0.100339331,0.282663485,0.566856984,1.279065663,0.835505839,0.279800912,-0.504740639,0.683117691,0.210186698,-0.011309159,-0.080425685,-0.469579365,0.998287447,1.573024171,-0.424507863,0.497522937,0.505806921,0.510542567,0.519483575,0.329764804,-0.204737859,-0.373954341,0.54162705,1.270293823,0.473229066,0.701994544,0.344740147,-0.172111305,0.868092605,0.707647347,-0.082243163,0.518997433,0.193044462,-1.169096967,0.184124719,0.510065451,-0.456430182,-0.964142776,-1.085736438,-0.127028302,0.41545805,-0.521126824,1.093704492,0.596249232,-0.094061306,0.909330261,-1.284326862,-0.613156378,1,-0.574460786
0.524061775,0.974793832,0.40707028,1.530864118,0.580017885,0.356492803,-0.53750915,0.063978896,-0.277345252,0.067760135,-0.140884606,-0.518307872,0.853731814,1.561730793,-0.559967509,0.486886877,0.493799266,0.493410918,0.318437136,0.550789068,-0.299727392,-0.435495348,0.361523587,0.883272,0.300019092,0.499159848,-0.241772723,-0.453182341,0.045915877,0.452255666,-0.156867949,0.472779414,1.078700321,-0.608681027,-0.316686938,0.463302885,-0.456430182,-0.964142776,-1.085736438,-0.206945722,0.329275811,-1.118287906,1.086773076,0.325734037,-0.119863939,0.534485687,-1.378242489,-0.60148848,1,-0.455176928
-0.512453123,-0.178111483,0.492454799,1.141856412,0.384320646,0.203921564,-0.84110398,0.063978896,-0.698913385,-0.268327369,-0.640163276,-0.592179491,1.243663177,1.527138043,-0.780889123,0.484478713,0.489986251,0.47900628,0.133808043,0.040221471,-0.398125894,-0.47945321,-0.169616739,-0.432496591,0.06907246,-0.098747515,-0.713247372,-0.540881005,-0.772730419,-0.293610358,-0.237861152,0.277073016,-0.157420778,0.739523709,-0.540208273,0.470726045,0.302188312,-0.964142776,-0.642671485,-0.269241706,0.225025266,-1.343710921,1.078276501,-0.136635906,-0.235019164,-0.373124921,-1.423484949,-0.519267679,1,0.117193196
0.70825557,0.760500787,0.315340814,1.560005512,0.031990457,0.223195998,-0.715882909,-0.555159899,-1.004114274,-0.633919835,-0.795648859,-0.625111174,-1.473728794,1.521576524,-0.990686458,0.485766412,0.48717666,0.483138621,0.194341984,0.068216847,-0.490026048,-0.506455897,-0.310378616,0.11327816,-0.046400856,-0.27225464,-0.488957521,-0.404005151,-0.491847134,-0.53612943,-0.235983285,1.032528849,1.039830251,0.714563256,-0.481090539,0.518675648,1.060275933,-1.600466828,-0.642671485,-0.296898478,0.083788364,-0.910801047,1.067543985,-0.2172149,-0.191291648,-0.483983322,-1.40354396,-0.411453268,-1,0.135470561
0.663396565,0.31450964,0.072385107,1.238595378,-0.59622927,0.056683625,-0.447772464,0.063978896,-0.559031783,0.186711963,-0.106035047,-0.5316483,1.529740329,1.568433923,-0.525301002,0.490432231,0.48784561,0.496221579,0.377058208,0.652871653,-0.606286134,-0.541936172,0.575674877,1.366191222,0.011335802,0.736249474,0.095474778,-0.32638475,0.558388723,1.056577793,-0.143053382,0.648145055,0.629330585,-1.038163465,-1.021314018,0.489668479,1.060275933,-1.600466828,-0.642671485,-0.310903732,-0.123281571,-0.234163097,1.054351935,0.348756607,-0.234569605,-0.442935183,-1.351368611,-0.213074753,1,0.290347183
-0.13590935,-0.318606307,-0.286300457,1.039295993,-0.893170083,-0.001602057,-0.422338206,0.063978896,-0.84745391,-0.045466313,-0.275121798,-0.605140475,-0.904298739,1.542319549,-1.305944553,0.479478427,0.469516377,0.476697522,0.096768487,0.081518517,-0.72258173,-0.599081393,0.09423223,1.095928789,-0.161874172,0.17813091,-0.44328466,-0.542682458,-0.244635272,0.196431061,-0.177246884,-0.359887069,-0.067675869,0.092868994,-1.358848125,0.515114538,1.060275933,-1.027717906,-0.495199719,-0.425537263,-0.332811301,0.308665675,1.038923944,0.078241412,-0.223555393,-0.860586049,-1.267959527,-0.209089483,-1,0.437528072
3.509904365,1.35013434,-0.366216892,1.298494461,-0.953113669,0.004644298,-0.248105747,0.063978896,-0.57193822,0.154862933,-0.12878088,-0.566397317,-1.368578291,1.548995524,-0.60448402,0.477521793,0.464298566,0.472648832,0.00329071,0.27841417,-0.832947138,-0.630479866,0.36259391,2.187740461,-0.335084145,0.466507224,-0.338055464,-0.560405791,-0.019380217,0.839551856,-0.01612593,0.888026891,2.249985086,-0.318723305,-0.061354631,0.457618483,1.060275933,-0.964142776,-1.085736438,-0.516041771,-0.569040977,0.523501119,1.020812823,0.199109904,-0.249802358,-1.108496175,-1.316489748,-0.195633518,-1,0.487550334
-0.531257656,-0.851592165,-0.859928015,0.052587036,-1.291692057,-0.911851324,-0.462117487,-0.555159899,-0.700755751,0.192884077,-0.42686497,-0.621895892,-0.458848982,1.514053279,-0.279343987,0.470130066,0.457659236,0.457407687,-0.265786044,-0.162861005,-0.911388961,-0.654342706,-0.104732051,-0.212651328,-0.508294119,-0.037296403,-0.590866472,-0.646895261,-0.413316145,-0.507633234,-0.224258866,-0.099075982,-0.736357412,0.30294714,-0.487846852,0.461162875,1.060275933,-0.964142776,-1.085736438,-0.617815846,-0.799680213,1.092839396,1.000242168,-0.017685962,-0.392663003,-1.409266703,-1.361732208,-0.195633518,1,0.739585582
0.496421378,-0.19293742,-0.762317897,0.193617851,-1.44375169,-0.901167033,-0.434714396,0.063978896,-0.494768156,0.393557359,-0.371610079,-0.600087888,-0.216766952,1.514964202,0.127521028,0.472705464,0.459732981,0.45777575,-0.338894362,-0.008963774,-0.872505396,-0.652458798,-0.104471703,-0.177189913,-0.566030777,0.031703827,-0.413805574,-0.632700801,-0.084498945,-0.377641257,-0.24060447,0.472747863,0.724459131,0.484403785,-0.235892702,0.44481186,1.060275933,-0.884530675,-1.183834396,-0.61506478,-0.990962743,1.089017541,0.97676479,0.141553479,-0.288673585,-1.268102092,-1.350582407,-0.206352831,1,0.759786881
-0.995480394,-1.047033643,-0.70602391,-0.192001756,-1.698940277,-0.879929063,-0.522148292,0.063978896,-0.732046356,0.194013748,-0.538597544,-0.625929973,-1.09358826,1.508243474,0.090937078,0.474595204,0.461321738,0.45650426,-0.445124592,-0.18002944,-0.831384693,-0.644609179,-0.332652896,-0.744609475,-0.681504093,-0.230745244,-0.514379493,-0.712211493,-0.189758737,-1.137580018,-0.317499025,-0.920779197,-1.755514772,0.978604433,-0.542460377,0.454759563,1.060275933,-0.964142776,-1.085736438,-0.616485491,-1.111358481,1.051005583,0.951275066,-0.102102051,-0.325412017,-1.362242246,-1.356586146,-0.211774615,1,0.507751633
-0.374477697,-0.634543404,-0.59741644,0.070099998,-1.411107882,-0.936235227,-0.54967589,0.063978896,-0.546334662,0.324932391,-0.416373323,-0.607956343,0.723795541,1.511269693,0.243491274,0.478575365,0.463663063,0.462945359,-0.453608994,0.114618022,-0.789092158,-0.627340019,-0.210346851,-0.60480672,-0.739240751,-0.103285589,-0.337136546,-0.774225884,0.226350779,-0.715419827,-0.316796866,-0.375034266,-0.770309228,0.727084312,-0.291913792,0.465125238,1.060275933,-0.964142776,-1.085736438,-0.605590807,-1.163416668,1.062249803,0.9235494,-0.455114788,-0.247747975,-1.290579081,-1.383388551,-0.231213031,-1,0.537572597
-0.315571933,-0.587344666,-0.569463076,0.118442615,-1.488605874,-0.904943931,-0.488742121,0.063978896,-0.606435687,0.257611679,-0.434956411,-0.594496092,1.02678623,1.514613836,0.18470942,0.480113915,0.463345312,0.465086815,-0.529434389,0.380187414,-0.72261724,-0.609756874,-0.144102564,-0.470962819,-0.854714067,-0.001183228,-0.366273204,-0.968146094,0.390817093,-0.331839101,-0.324145039,-0.578450069,-0.647670192,0.622390589,-0.169174117,0.463704137,1.060275933,-0.964142776,-1.085736438,-0.579585444,-1.18385532,0.847672592,0.893587794,-0.366861604,-0.202718827,-1.258437514,-1.426629764,-0.240638268,-1,0.537572597
-0.247377182,-0.477170836,-0.556417626,0.178723413,-1.401260599,-0.868412731,-0.558966178,-0.555159899,-0.548725986,0.015025021,-0.566392168,-0.615784858,0.521530002,1.513717637,0.2100538,0.478140558,0.45740838,0.462660947,-0.681579193,0.210204443,-0.693427933,-0.585266065,-0.227848071,-0.559431728,-0.912450725,-0.101681133,-0.630895785,-1.242445642,0.188118512,-0.445703327,-0.340294692,-0.328515827,-0.395104643,0.67846995,-0.010400775,0.473986217,1.060275933,-0.964142776,-1.085736438,-0.562996379,-1.12732478,0.637950169,0.861613841,-0.353431771,-0.155823483,-0.880052068,-1.490169332,-0.24648434,-1,0.403859241
0.529952352,0.030204989,-0.467896787,0.194981735,-1.352890438,-0.869011166,-0.502591445,-0.555159899,-0.331630877,0.245262317,-0.448686544,-0.605819478,-0.579390821,1.514129505,0.012241453,0.477939877,0.448561514,0.4604693,-0.84549991,-0.355425881,-0.628089339,-0.546017974,-0.29038962,-0.435393397,-0.854714067,-0.152243018,-0.970800347,-1.503236763,-0.17667587,-0.411085928,-0.331672835,0.113333212,0.899718194,0.907503206,-0.099640402,0.450295636,1.818894427,-0.964142776,-1.676273156,-0.515989864,-1.02616016,0.367454356,0.827851135,-0.551042162,-0.028274003,-0.847324451,-1.611673568,-0.258027982,1,0.18934069
-0.357032529,-0.632472901,-0.504773262,-0.234913065,-1.409814869,-0.912999574,-0.586319233,-0.555159899,-0.572418064,-0.003427134,-0.685363573,-0.630842765,0.614196766,1.508303223,-0.015039525,0.479478427,0.442574411,0.456571181,-1.045989148,-0.470191454,-0.548830783,-0.489500722,-0.518252609,-0.89114929,-0.566030777,-0.412678991,-1.289214349,-1.700907943,-0.571602796,-0.828741528,-0.376855938,-0.918875166,-0.916333767,1.103859228,-0.052346215,0.45123189,1.818894427,-0.964142776,-1.617154519,-0.457790681,-0.873116246,0.337853429,0.792299677,-0.646969536,-0.024572977,-1.17701151,-1.80736686,-0.271020263,-1,0.135470561
-0.1177845,-0.527607767,-0.583897239,-0.233136182,-0.984731983,-0.931258026,-0.520234149,-0.555159899,-0.314447308,0.24712114,-0.515182997,-0.616883246,0.988208033,1.508827449,0.127979839,0.481401614,0.451638685,0.457206926,-1.191941544,-0.409251244,-0.477952612,-0.411318524,-0.589877436,-0.962594615,-0.508294119,-0.508387184,-1.498840512,-1.816131817,-0.848614993,-0.795390018,-0.366078617,-0.775148264,-0.659928807,1.266643167,-0.052346215,0.434730406,1.060275933,-0.964142776,-1.085736438,-0.383044727,-0.696055798,0.361219864,0.755406654,-0.810046072,0.136390285,-1.226366133,-1.951742481,-0.29158607,1,0.046007668
-0.253267759,-0.536387154,-0.647716865,-0.273722871,-0.709160921,-0.937968484,-0.514258995,-1.174306124,-0.270366772,0.39184488,-0.425408129,-0.644942079,0.538056733,1.503358454,-0.075820222,0.48476301,0.460268141,0.457273846,-1.345315639,-0.828872537,-0.347026852,-0.316495135,-0.898477458,-1.296366158,-0.335084145,-0.83823418,-1.777641315,-1.869627558,-1.330842681,-1.290758034,-0.38965809,-1.005257539,-0.688253718,1.458501135,-0.175930429,0.434747124,1.060275933,-0.454968984,-0.967499163,-0.266969337,-0.493816003,0.174074419,0.717619255,-0.98655244,0.412885149,-1.220979376,-2.098119349,-0.31333382,1,-0.216609213
0.473991875,-0.121450174,-0.543126888,-0.267077704,-0.211586489,-0.534086979,-0.46078515,-1.793444919,-0.536030839,0.232948899,-0.532290137,-0.685123127,-1.309530933,1.497684903,0.033427683,0.497823958,0.471272371,0.46577275,-1.372193444,-0.990193956,-0.171784481,-0.203460631,-1.244307348,-1.494803856,-0.21961083,-1.236591036,-1.920034704,-1.791138512,-1.697844287,-1.853678476,-0.374471864,-0.977292427,0.148283065,1.804667512,0.083624572,0.453739715,1.060275933,-0.559209288,-0.823275674,-0.101874596,-0.270645597,0.080298799,0.679608262,-1.099746742,0.40455784,-1.157247201,-2.242852335,-0.341473154,-1,-0.249316077
0.488491756,-0.098284273,-0.627856472,-0.581200827,0.174680521,-0.403509516,-0.356247304,-1.174306124,-0.128004986,0.571842609,-0.311504622,-0.618361078,-1.47818034,1.504131042,0.29254462,0.514497152,0.491491388,0.487270962,-1.195457085,-1.07603613,0.074904223,-0.084146433,-1.296261382,-1.508670309,-0.104137514,-1.25545953,-1.762691548,-1.592342041,-1.618052026,-1.726925202,-0.379550269,-0.367542975,0.176206054,1.842598147,0.443961233,0.495536788,0.302188312,-0.454968984,-0.967499163,0.164913475,-0.048146044,0.156477656,0.641150081,-1.224452328,0.42830609,-1.238922365,-2.312538588,-0.40528292,-1,-0.385915333
-0.914371687,-0.938033877,-0.62333714,-1.010001371,0.194094829,0.106354751,-0.344938147,-1.174306124,-0.154801244,0.446826499,-0.205353422,-0.538578132,0.850075396,1.529695368,0.382156225,0.526420912,0.508599788,0.511763866,-0.943860383,-0.571655357,0.204125497,0.020410482,-0.704083744,-1.036814893,-0.046400856,-0.72932686,-1.484562596,-1.383719016,-1.314108322,-0.924072265,-0.338416826,-1.037510836,-1.642268014,1.360636151,0.776991132,0.497058202,0.302188312,-0.327818723,-1.085736438,0.303226171,0.134996804,0.295355587,0.602915494,-0.915566183,0.361060331,-1.14468746,-2.229844235,-0.37482516,-1,-0.445557262
-0.758271411,-0.770819668,-0.470569646,-0.790405188,0.378581706,0.622198477,-0.511614102,-1.174306124,-0.410305639,0.317217249,-0.387047821,-0.564799661,0.314618578,1.529575591,0.70966896,0.531705495,0.518199222,0.517284808,-0.926449264,-0.55649764,0.282780381,0.102674482,-0.757686653,-0.954468233,-0.104137514,-0.78679264,-1.512541937,-1.22913957,-1.544985604,-0.941202864,-0.270470713,-0.579960399,-1.412781238,1.284240695,0.911554354,0.498445865,0.302188312,-0.454968984,-0.967499163,0.39937123,0.183074597,0.380602126,0.564680907,-1.356832104,0.388467787,-0.03477343,-2.108768838,-0.353698687,1,-0.459986761
-0.106909589,-0.127446938,-0.362377247,-0.502456132,0.342549312,0.447339695,-0.594051443,-1.174306124,-0.625901974,0.023982802,-0.610794785,-0.591780077,-0.331074755,1.528308869,0.347205145,0.535183955,0.529454308,0.525833902,-0.847389801,-0.923066923,0.280862836,0.185566451,-0.815715491,-0.833440254,-0.161874172,-0.911867117,-1.411447875,-0.981333715,-1.630712593,-1.075721351,-0.228275867,-0.17286404,-0.423450707,1.335617855,0.889877852,0.528038193,0.302188312,-0.454968984,-0.967499163,0.454502138,0.216259455,0.093003883,0.525999132,-0.497322832,0.378499063,0.096330052,-2.025145334,-0.356565657,-1,-0.626406982
-0.686904811,-0.456739026,-0.140502532,-0.589500073,0.26130604,0.410717311,-0.574078022,-0.555159899,-0.658328013,0.096104617,-0.545301403,-0.536960506,-0.909028346,1.539848884,0.308258219,0.542910149,0.541261278,0.541091777,-0.649899113,-0.843875584,0.213748736,0.26312068,-0.490366368,-0.319637458,0.011335802,-0.556798324,-1.215739863,-0.667185047,-1.607764787,-0.651133503,-0.14401681,-0.345809861,-1.142985936,0.940578529,0.469578918,0.530462423,1.060275933,-0.454968984,-1.617154519,0.4944397,0.173772103,0.348883684,0.486199386,-0.361105961,0.316553926,0.097579358,-1.947882935,-0.326007885,1,-0.755310505
-0.541906006,-0.093240937,0.092569074,-0.333634702,0.209515445,0.380763963,-0.637226147,-0.555159899,-0.776770634,0.032024008,-0.794999251,-0.536960506,-0.896229361,1.539848884,-0.028998556,0.548010775,0.554305805,0.549674331,-0.516664703,-1.44972026,0.115918395,0.323091764,-0.443185394,-0.232555102,0.06907246,-0.507430102,-0.778091824,-0.307378191,-1.165472644,-0.651133503,-0.114183225,-0.139374769,-0.621428928,0.940578529,0.24577607,0.552581435,1.060275933,-0.454968984,-1.617154519,0.497742518,0.082670276,0.491266211,0.444610888,-0.010011772,0.424871663,0.149376446,-1.819016972,-0.289776788,-1,-1.218978404
-1.05823769,-0.341132249,0.468149884,-0.218356877,-0.056176486,0.395759163,-0.591297171,0.063978896,-0.433371747,0.096779852,-0.469266221,-0.48743317,-0.63336082,1.549901691,-0.043142482,0.556640032,0.571364033,0.562573259,-0.299660465,-0.012211856,-0.004744944,0.371131428,-0.130072661,0.104038474,0.184545776,-0.128096594,-0.38772042,-0.016831021,-0.736285891,-0.28520946,-0.066893645,-0.611747291,-1.080032289,0.598273946,-0.034892408,0.551427835,1.060275933,-0.327818723,-1.676273156,0.508702566,-0.03338728,0.480154796,0.400115666,0.344919512,0.469566256,0.058531513,-1.606170141,-0.187878153,-1,-0.258935743
-1.104682619,-0.353511987,1.100705911,0.239969823,-0.430143946,0.386188745,-0.944784244,0.063978896,-0.682276799,-0.558873711,-0.937163093,-0.446193675,0.56969019,1.552659157,-0.158656455,0.558897686,0.596550005,0.569516261,-0.142179161,-0.032164362,-0.102433245,0.398134115,0.021363514,0.077032078,0.415492408,0.054716809,-0.135017775,0.196737363,-0.487534039,-0.167596889,-0.114379176,-0.565123224,-1.091264946,0.489568721,-0.51571664,0.570821678,1.818894427,-0.964142776,-1.676273156,0.494128259,-0.208971852,0.458271359,0.351595752,0.473462193,0.469493072,-0.081703136,-1.302695444,-0.174319146,1,-0.389763199
-0.220869588,0.751478646,1.218985983,0.979459276,-1.239748593,0.349139337,-0.663656458,0.063978896,-1.105008011,-1.291860982,-0.575426974,-0.48058322,-1.29129725,1.551899032,-0.111685349,0.563780908,0.594041442,0.57600755,0.024228859,0.393025072,-0.253670785,0.40912358,0.018268257,0.50303247,0.64643904,0.118417601,0.102249636,0.373220498,-0.226552367,-0.196279407,-0.092432631,0.847289134,0.214504972,0.519636268,-0.70601944,0.57993344,1.818894427,-0.964142776,-1.085736438,0.528352216,-0.443949269,0.434063821,0.298603956,0.408231579,0.486707024,-0.034222472,-0.933822879,0.163658954,-1,-0.700478409
-0.339813921,0.419281796,1.169174882,1.060942149,-2.220081946,0.332109511,-0.390967194,0.683117691,-0.652099907,-1.241811406,-0.145603817,-0.389117415,0.700691934,1.572195295,-1.054013273,0.571456933,0.593974547,0.586831941,0.260614528,0.93839355,-0.437258031,0.402843885,0.430863131,0.638986664,0.761912356,0.589841748,0.470168216,0.5028708,0.34244117,0.242786701,-0.089166776,0.928262577,-0.169489009,0.038330947,-0.87126758,0.627966637,1.060275933,-0.964142776,-1.085736438,0.557212459,-0.726154732,0.571761256,0.241140278,0.653805657,0.471395859,0.006506322,-0.499052135,0.502597761,-1,-0.975600855
0.79389549,1.376152519,0.963923845,1.406213005,-2.860658549,0.336891082,0.212451195,0.683117691,-0.334077492,-1.239308156,0.382236111,-0.365232459,-1.096807826,1.582510491,-2.58266601,0.563797632,0.577317689,0.585660832,0.330322192,1.215563235,-0.551849142,0.371445412,0.724247216,1.84099237,0.761912356,0.923637513,0.715463162,0.487876791,0.837515238,0.507730088,0.072264435,0.493128402,1.079377242,-0.238289128,-1.62994516,0.638833876,0.302188312,-0.964142776,-0.495199719,0.540706061,-1.069184194,0.589594117,0.179875501,0.392883199,0.446006194,0.035714124,-0.185070896,0.52492133,-1,-0.135804019
2.504881394,2.009026644,0.56780226,0.994865038,-3.525133604,0.209328859,0.396453351,1.302263916,0.103238626,-0.72072481,1.044893579,-0.25111988,1.430693601,1.628214285,-1.40424832,0.554399101,0.551830689,0.573899554,0.232737206,1.756291595,-0.562324623,0.330941382,1.518455465,2.449463869,0.415492408,1.87903756,0.907205087,0.325731245,1.396120184,1.525499146,-0.024290567,1.240394707,2.367600099,-1.44874183,-0.70601944,0.546094529,-0.456430182,-0.964142776,-0.495199719,0.528532929,-1.460604513,0.762455565,0.115704001,0.907053924,0.306585203,-0.527803798,0.101250262,0.537628732,1,-0.113678787
0.17878337,0.104767322,-0.054892053,-0.431585545,-4.450593512,-0.75131143,0.70019945,1.302263916,0.101044768,-0.932412388,0.990560558,-0.424545437,-0.428793386,1.51050756,-1.68695948,0.528126695,0.511242141,0.523491684,-0.440684211,0.553573138,-0.546664666,0.299228924,0.235225528,1.267741347,-0.277347488,0.358070916,0.423806166,-0.026647704,0.85620344,0.493213468,-0.156133131,-0.357526235,-0.057617246,-1.003557035,-0.245745657,0.535845886,-0.456430182,-0.964142776,-0.495199719,0.40397941,-1.802292269,0.341682661,0.049072966,0.08783415,0.297918111,-1.458540612,0.524656787,0.758709644,-1,1.134953852
