QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,target,VHF
-0.373869165,-0.398022002,-0.318302807,0.308545407,-0.220803451,-0.758308194,-0.409883393,-0.586683941,-0.992031933,0.187554925,0.240029559,0.794405768,-1.323261229,1.480862553,-0.871966344,0.531884728,0.53919621,0.519770553,-0.231623669,-0.197133194,-0.057075067,0.074365981,-0.404328154,-0.237696944,0.049230482,-0.43983601,-0.21989962,0.224502063,-0.662197467,-0.531188058,-0.472555366,0.23314003,-0.499622479,0.285043995,-1.382291836,0.54764999,1.125015118,-1.278656112,-0.109005146,0.241875481,0.138488977,-0.452467864,1.557923148,-0.322011604,-0.092519865,-0.810209593,-0.704065477,-0.400242383,-1,-0.614428599
-0.195052106,-0.296047155,-0.296127019,0.37750695,-0.62785046,-0.693204634,-0.049549807,-0.586683941,-0.594493521,0.465969469,0.494808243,0.855122825,-1.86403646,1.48428313,-0.85082792,0.543041662,0.537635478,0.547938124,-0.029000648,0.055367014,-0.201831487,0.078867994,0.05992846,0.589581309,-0.060119227,-0.009748818,0.486140058,0.464395059,0.413341613,0.102001779,-0.157015796,0.089662455,-0.061114639,-0.521140432,-1.269162233,0.604021736,1.125015118,-1.278656112,-0.109005146,0.213457414,-0.069684141,0.422568105,1.510480253,-0.17327542,-0.107378446,-0.846766199,-0.548406982,-0.33934148,-1,-0.487340207
-0.275854951,-0.375831688,-0.287049653,0.374530745,-1.002742898,-0.51876735,0.233021542,0.088843852,-0.14502294,0.938992165,0.93064251,0.90020975,1.176933561,1.488717,-0.472932874,0.540516199,0.531169591,0.554469249,0.025514128,0.441846924,-0.322390774,0.05764422,0.608312469,1.099585297,-0.060119227,0.632162647,0.701364993,0.416433518,0.87362527,1.170326426,0.234794774,0.120735226,-0.375343408,-1.419364462,-0.772237806,0.557924643,1.125015118,-1.278656112,-0.109005146,0.170623385,-0.397898692,1.128207353,1.461029193,0.362533244,-0.067522487,-0.363434338,-0.373276599,-0.308834323,1,-0.425544934
-0.058810537,-0.300202838,-0.322455103,0.446919103,-1.243962084,-0.445836779,0.203092475,0.088843852,-0.058803128,0.920250012,0.847961765,0.867747164,0.738091927,1.486292835,-0.293492794,0.518808441,0.511326006,0.522394168,-0.204854765,0.117203799,-0.455883624,0.027094848,0.441493936,0.793720514,-0.278818645,0.432926292,0.352802952,0.220173423,0.427749524,0.791524526,0.176469891,-0.399478767,-0.118734762,-0.94874116,-0.738668975,0.532099163,0.357260884,-1.343342606,0.121649388,0.053571297,-0.71547666,1.699036375,1.409318948,0.77110975,0.031243376,-0.394490654,-0.23773128,-0.317113217,1,-0.357919918
0.897235687,0.022221549,-0.365189024,0.476742347,-1.326297692,-0.419645285,0.247151432,-0.586683941,0.070149779,0.885755222,0.774354716,0.834082261,-1.722017776,1.483257642,0.051653331,0.508470878,0.501292732,0.498848624,-0.396926538,-0.295041438,-0.587209036,0.021628118,0.223049962,0.673085057,-0.388168353,0.185580941,0.081001811,0.127118333,0.014475941,0.24617239,0.120797912,0.072683774,1.096421318,-0.413941953,-0.248352586,0.478782044,0.357260884,-1.926103819,0.121649388,-0.062170249,-1.039132676,1.735453048,1.355349517,0.362533244,0.028621274,-0.448938103,-0.226887654,-0.316659579,-1,-0.438370368
0.024166376,-0.29865811,-0.482933661,0.175211704,-1.51231313,-0.443223296,0.044388214,-1.262219841,-0.307907158,0.873927924,0.391275811,0.802821993,-1.524103963,1.478956758,0.295067322,0.508852504,0.506643812,0.491424353,-0.488566072,-0.310500634,-0.65845023,0.037385163,-0.055131644,0.127567705,-0.552192917,-0.092583105,0.060692522,0.144518185,-0.043030368,-0.512443377,0.043200459,-0.310062459,-0.000548743,0.142252785,-0.406152524,0.51765911,0.357260884,-1.926103819,0.121649388,-0.137629874,-1.336956991,2.076871045,1.299622942,0.299813166,-0.028715369,-0.414448848,-0.222573524,-0.305545447,1,-0.419715191
-0.101386027,-0.257894581,-0.418516014,0.068018853,-1.743233453,-0.422585096,0.279614963,-1.262219841,0.145722666,1.434933615,0.609978324,0.867747164,-1.388484372,1.481489026,0.559112131,0.519133945,0.530277745,0.509331917,-0.405719244,0.611898084,-0.612472123,0.063110949,0.183127351,0.388870383,-0.661542625,0.254669801,0.353264422,0.182351135,0.469990967,0.037142742,-0.158459288,-0.360860138,0.163858113,-0.306982111,-0.256810874,0.505440603,0.357260884,-1.926103819,-0.109005146,-0.101417531,-1.561844739,2.013484538,1.241888203,0.591909528,-0.036232063,-0.53605673,-0.273410306,-0.31166956,1,-0.571288502
-0.565549458,-0.528414631,-0.298933418,-0.120963018,-1.855078645,-0.423904537,0.171439159,-1.262219841,-0.012605021,1.155496072,0.318988523,0.915839883,1.195954821,1.482434706,0.51714698,0.517281939,0.533622169,0.512748198,-0.427407919,0.45730612,-0.54165731,0.077903277,0.254913578,0.150401409,-0.71621748,0.344087424,0.431875815,0.070115693,0.741692173,0.253890104,-0.3547352,-0.501892278,-0.809984319,-0.429937845,-0.571353464,0.51432679,1.125015118,-1.278656112,-0.570314214,-0.075689523,-1.672769101,2.090905015,1.182647339,0.520229439,0.01498634,-0.361060814,-0.30669907,-0.275038291,1,-0.448863905
-0.469165795,-0.483029921,-0.330599271,-0.086261813,-2.073128845,-0.437236502,0.275152678,-0.586683941,0.343310246,1.581112147,0.513438737,0.915839883,0.171662512,1.482434706,0.792494115,0.518819665,0.503076425,0.509488218,-0.507910025,0.647969542,-0.46405593,0.094625038,0.21496437,0.185402649,-0.71621748,0.321733018,0.368746737,-0.143650871,0.855827433,0.253890104,-0.388091572,-0.704877453,-0.699522563,-0.353106985,-0.128614945,0.542096123,1.125015118,-1.278656112,-0.570314214,-0.03326935,-1.71379592,2.263892003,1.121398311,-0.081883307,0.094873065,-0.318085398,-0.368670973,-0.259841417,-1,-0.521152715
-0.463368281,-0.497038562,-0.341099824,-0.033248825,-1.80782829,-0.440392986,0.413341013,0.088843852,0.247565748,1.546576334,0.550227418,0.939886243,-0.414515581,1.483346615,0.721257333,0.512186115,0.482563955,0.504609411,-0.617330364,0.874704423,-0.381799889,0.120029252,0.322311244,0.287276521,-0.71621748,0.411874085,0.274048504,-0.427827129,0.987160079,0.47314994,-0.320793629,-0.702741833,-0.740005376,-0.181137785,-0.018392878,0.576252403,1.125015118,-0.631208405,-0.570314214,-0.012024775,-1.715315432,2.210801228,1.058643159,-0.085467311,0.112353749,-0.326842509,-0.446908315,-0.191342076,-1,-0.558463068
0.550290734,-0.024422316,-0.364001556,0.104288604,-1.56691784,-0.463135084,0.443223259,0.088843852,0.542726581,1.495357186,0.588635437,0.969944192,-0.251827948,1.484750481,1.213965221,0.488592678,0.449565634,0.486679519,-0.841446666,0.869551357,-0.323279068,0.158617932,0.516365456,0.415677648,-0.606867771,0.620298172,0.000355336,-0.799402461,0.874875724,0.81332256,-0.288217524,-0.175662774,0.394194671,-0.43434375,0.121697519,0.49433287,1.893306996,-0.631208405,-1.262277816,-0.005196162,-1.675808125,2.185661574,0.994381883,-0.119515353,0.118646795,-0.203180824,-0.583619615,-0.150628064,1,-0.497833744
1.570290779,0.247315367,-0.389517902,-0.164800063,-1.662146611,-0.421840243,0.101119491,-0.586683941,0.118780767,1.035546298,0.25526214,0.930868858,0.844707017,1.480890363,0.961172997,0.466514518,0.404304423,0.443038205,-1.27561094,-0.088918819,-0.193659181,0.22454026,0.152540407,-0.216859233,-0.606867771,0.281654245,-0.618055827,-1.198682152,0.139678739,0.470305959,-0.445168029,-0.104430319,1.250705072,0.363470527,-0.213726469,0.378534751,1.125015118,-0.631208405,-0.570314214,0.045570094,-1.545130109,1.890325155,0.928865504,-0.160731404,0.175983438,-0.2943908,-0.745399512,-0.102429025,1,-0.446532008
-0.740380727,-0.659731381,-0.513522877,-0.855829985,-1.671330339,-0.491048679,-0.156003397,-1.262219841,-0.200688393,0.679432585,-0.114613755,0.848510077,-1.52108403,1.467029492,0.841215992,0.457434075,0.376880142,0.404923227,-1.697270032,-0.897950097,-0.023390951,0.344808313,-0.83783824,-0.831866019,-0.552192917,-0.791067855,-1.298493157,-1.440408955,-0.885343749,-1.013210741,-0.617333722,-0.980769489,-1.722080625,1.253912097,-0.118570728,0.395474044,0.357260884,-0.631208405,-0.362496763,0.160483929,-1.280735054,1.366387663,0.861843002,-0.728796108,0.086132723,-0.639204774,-0.895286401,-0.073396192,-1,-0.216840143
-0.574970417,-0.534534287,-0.417909828,-0.840791955,-1.118025652,-0.577224668,-0.149548148,-1.262219841,-0.329416033,0.700105358,-0.096296334,0.885180775,1.698481486,1.46869724,0.73501026,0.470802193,0.410547348,0.424237495,-1.718177133,-0.861878639,0.203124066,0.520386807,-0.710676346,-0.981102095,-0.442843208,-0.667431352,-1.270057383,-1.409980538,-0.864730205,-0.649123096,-0.607658423,-0.834559724,-1.38928484,0.961430535,-0.430205781,0.377423977,0.357260884,-0.631208405,0.121649388,0.376792325,-0.978352203,1.31344486,0.794569479,-0.942044373,0.124765034,-0.580416702,-1.012292619,-0.075664382,1,-0.601603165
-0.778608082,-0.593488588,-0.328990493,-0.860715288,-0.938940635,-0.609632803,0.027276003,-1.262219841,-0.164473697,0.631492672,-0.034672392,0.841296169,-0.28452313,1.466971349,0.636173932,0.482307081,0.438640514,0.42807802,-1.828574439,-0.846419442,0.428857384,0.705934043,-1.112588789,-1.291003994,-0.388168353,-1.112638515,-1.507040622,-1.380767551,-1.345743999,-1.207421449,-0.62642382,-0.984773025,-1.690790164,1.201917433,-0.616816762,0.350765417,0.357260884,-0.177820182,0.398739323,0.609585959,-0.633423022,1.080910848,0.726793915,-1.282524795,0.245906173,-0.61086338,-1.131047808,-0.071921868,1,0.481563039
-0.031453519,-0.138454798,-0.259898775,-0.717746671,-0.715268684,-0.352192158,0.489438037,-1.262219841,0.161890673,0.920183351,0.309550476,0.813642855,-0.358200029,1.46591371,0.425734029,0.51070451,0.483455802,0.454503958,-1.751980202,-0.939174621,0.664468533,0.913026625,-1.438486027,-1.691064482,-0.22414379,-1.521745844,-1.544959602,-1.200068169,-1.61520663,-1.605380959,-0.554015136,-0.768894921,-0.531891667,1.364405211,-0.665980562,0.419911057,0.357260884,-0.336913993,0.736728146,0.87114254,-0.300649936,0.964316746,0.659771412,-1.418716963,0.210944805,-0.354208483,-1.239833858,-0.060354099,-1,1.65450728
-0.391080534,-0.266557725,-0.200958537,-0.906486539,-0.508471201,-0.296012654,1.006993884,-0.586683941,0.615610603,1.564000639,0.824173677,0.85271819,-1.963343521,1.468194948,0.696910789,0.544175315,0.524926665,0.508092678,-1.438373694,-1.289583072,0.935789109,1.120762352,-1.389706501,-1.327727664,0.158580191,-1.525652439,-1.465148387,-0.907112022,-1.784335632,-1.466502826,-0.531309395,-0.597138929,-1.128578975,1.642871222,-0.267912378,0.52848915,0.357260884,-0.177820182,0.398739323,1.140079541,-0.039293905,1.060482932,0.594004013,-1.443804994,0.275972949,-0.333391376,-1.268516996,0.098872846,-1,1.630022361
-0.375499716,-0.254298373,-0.115543107,-0.950333352,-0.412588095,-0.0314893,1.273967592,0.088843852,0.537801432,2.008076836,1.15939572,0.941088561,0.305357994,1.476627241,1.554343464,0.576669607,0.557924987,0.571182232,-1.001669305,-0.820654115,1.15473586,1.300521286,-0.583275075,-0.61659642,0.431954463,-0.708812323,-1.109719675,-0.513776214,-1.540969305,-0.513054048,-0.352472429,-0.711670329,-1.049829876,0.695925791,0.493333553,0.573197776,0.357260884,0.016239302,0.81361299,1.330108122,0.111137765,1.209288189,0.529491717,-0.771804162,0.187171075,-0.581562822,-1.268050604,0.433884522,-1,1.696481428
-0.270782127,-0.139827864,-0.083028015,-0.95694209,-0.250810698,0.067578462,1.202742032,0.764371645,0.434465446,2.320324683,1.152146479,0.962129126,-1.546884544,1.47789649,2.021717574,0.580946058,0.582450766,0.589324246,-0.83206778,-0.758817329,1.302121631,1.436224811,-0.446511539,-0.154172012,0.595979026,-0.560217018,-0.849561419,-0.129071032,-1.468693648,-0.300668619,-0.166925175,-0.416848477,-0.82664186,0.269856623,0.897481131,0.581528576,1.125015118,0.404941031,0.398739323,1.443918343,0.185593843,1.322549028,0.466485544,-0.4797078,0.358306969,-0.254189914,-1.231730288,0.661157169,-1,1.696481428
-0.724256392,-0.303945446,-0.033140053,-0.985341437,-0.280168217,0.01110728,0.938188788,0.764371645,0.317287844,1.908758812,0.857950387,1.010221845,0.941266421,1.480547387,1.917043568,0.578319576,0.612773548,0.605378534,-0.641168367,-0.76912346,1.395356988,1.558422298,-0.157451621,-0.058571652,0.595979026,-0.260277321,-0.474672523,0.29772644,-1.22504167,0.12694622,-0.123347319,-0.838752758,-1.279993717,-0.043133589,0.835365578,0.574586243,1.893306996,0.404941031,0.398739323,1.523516522,0.250932851,1.27810293,0.404734475,0.255013111,0.398337735,-0.309843092,-1.151918872,0.80972362,1,1.263914516
-0.258824755,0.131159093,0.219964533,-0.766941775,-0.035082925,-0.116680579,0.804922809,0.764371645,0.407369956,1.709833044,0.76523244,0.95972449,-1.216743875,1.478135432,1.859895509,0.581103198,0.636407481,0.608247763,-0.506737664,-0.846419442,1.449649529,1.66486274,-0.355974185,0.062249865,0.595979026,-0.466169356,-0.215972511,0.721384049,-1.198129218,-0.355198598,0.033017987,-0.540138928,-0.5227281,0.041451237,0.977570547,0.57930703,1.125015118,0.404941031,0.398739323,1.598493316,0.336025513,1.403972536,0.343987487,0.136740964,0.47822446,-0.143853561,-1.010018955,0.84624148,-1,1.377011525
-0.487101852,0.099635264,0.289521494,-0.799267222,0.031355109,-0.106735729,0.394535088,0.088843852,0.012067828,0.974163826,0.139657536,0.944094356,-1.962123867,1.477519815,1.531575268,0.592608085,0.677878345,0.634874658,-0.165385285,-0.619684562,1.470257954,1.761012867,-0.322727507,0.187974319,0.705328735,-0.472101593,0.367371556,1.207449766,-0.624290348,-0.439639806,0.178381543,-0.733614076,-0.591795484,0.084438194,1.024091132,0.681498176,1.125015118,0.987702243,0.398739323,1.655191499,0.453027922,1.497592047,0.2832405,0.328485202,0.390821041,-0.396295182,-0.797110781,0.892625968,-1,0.320662139
-0.84383011,-0.095690094,0.518827588,-0.745348586,0.149149219,-0.062962695,0.217385223,0.764371645,-0.157111571,1.41330194,0.232267527,1.021643865,-1.998000748,1.485836899,1.774960022,0.606144567,0.715335899,0.678728094,0.344005472,0.580979691,1.467841794,1.820503749,0.364361643,0.708529338,0.978703007,0.336852988,0.970318865,1.59961279,0.089386587,0.608718819,0.878007049,-0.367625943,-1.022483107,-0.523519692,1.001888125,0.693438989,0.357260884,1.311717478,0.121649388,1.74968847,0.515327906,1.741675658,0.22123841,0.661797615,0.333309592,-0.059081362,-0.506023564,0.877996141,-1,0.514209598
-0.688384277,0.062619466,0.776772063,-0.377180185,-0.091678288,-0.199460697,-0.529707552,0.764371645,-0.411775592,0.329467118,-0.441026595,1.081759764,0.988253409,1.489079644,1.454748032,0.597165143,0.719349208,0.689244881,0.656830405,0.879857488,1.358688204,1.819539032,0.824149904,0.830935122,1.306752133,0.797903565,1.377081485,1.839596409,0.597720907,1.306354763,0.918073708,-0.158939765,-0.784422286,-0.806003376,0.866819837,0.754531522,0.357260884,1.311717478,0.121649388,1.726650523,0.522925465,1.567855355,0.156726114,1.186854266,0.287160586,0.069766311,-0.152731248,0.817322057,-1,-0.079258214
0.050074015,0.830774708,0.808406475,0.045576558,-0.59041513,-0.170231188,0.259211002,1.439907544,0.223030107,-0.374076358,0.214058062,1.095586421,-1.489668006,1.489734877,1.631438885,0.579958321,0.683229424,0.679342132,0.841672621,1.18388835,1.110036896,1.780307207,1.050253913,1.379518766,1.744150968,1.081348749,1.656030795,1.964631191,0.989570628,1.43137358,10.93364608,0.116209316,0.307443044,-0.855130818,1.006381591,0.724540643,-0.411030994,1.311717478,0.121649388,1.69278336,0.437832804,1.420008021,0.08920157,1.027366068,0.264610504,0.671468199,0.18744378,0.888543225,-1,-0.394064323
-0.260092961,0.392544375,0.755482484,-0.084520658,-0.9769151,-0.048156432,0.948886465,1.439907544,0.890249639,-0.259813327,0.686106144,1.198985767,2.041681788,1.494833279,0.788648776,0.553536365,0.642650407,0.6600167,0.961058027,1.292102725,0.879648917,1.716635885,1.51068051,1.473690523,2.181549804,1.5805248,2.01836771,1.991066812,1.647256956,2.044358942,9.62393059,0.458137132,-0.319584786,-1.86430743,0.829550505,0.719819856,-1.178785228,1.311717478,0.121649388,1.632015599,0.3086743,1.593298741,0.018664779,1.611558792,0.104837055,0.090591546,0.4721181,0.85996403,1,-0.641245415
0.432166395,1.067372669,0.674980377,0.13538577,-1.251712727,0.059738739,1.977724088,0.764371645,0.966160426,-0.324082757,1.207446903,1.125644371,0.805075425,1.492238997,-0.405086393,0.51429628,0.581781882,0.6087055,0.841281834,1.575521326,0.785454201,1.63592123,1.551667014,1.932102683,2.181549804,1.655545897,1.843562922,1.821434248,1.501522228,1.972014828,8.061682009,0.206378605,0.777865043,-1.668175208,-0.144474235,0.63012491,-1.947077106,1.311717478,0.121649388,1.562625853,0.152164584,1.452896732,-0.054633238,1.380390505,0.113577397,-0.063869053,0.637920632,0.742358374,1,0.206399181
0.452095347,0.986333327,0.656228389,-0.255082904,-1.488793936,0.003394532,1.932773488,0.088843852,0.980913348,-0.101953639,1.480229937,1.0841644,1.831183152,1.484690793,0.231671014,0.473080722,0.530723668,0.545694097,0.612085303,1.080827041,0.782256342,1.568069468,1.403440024,1.807434714,1.744150968,1.502899307,1.70841224,1.66795412,1.413270491,1.818201437,2.97309928,-0.207715122,0.684003255,-1.837177456,0.458178793,0.52349067,-1.947077106,0.663687009,0.121649388,1.505030983,-0.031696345,1.286724242,-0.129186359,1.308710417,0.30464127,-0.218042444,0.77789668,0.736234261,1,0.275190145
-0.568991732,0.208180362,0.575011979,-0.777176527,-1.526137107,0.050601409,2.35702035,0.088843852,0.989055716,-0.16326945,1.545861742,0.983770849,0.155246091,1.464851502,-0.025778073,0.434334506,0.473199567,0.479645999,0.334431192,0.915928946,0.90445009,1.528837643,0.652676836,1.368696935,1.306752133,0.713694735,1.408539886,1.515790709,1.011440456,1.222338116,1.708366124,-0.844499883,-0.449784192,-1.642566108,0.659063135,0.497942883,-1.947077106,0.663687009,0.121649388,1.491787612,-0.235310928,0.854864237,-0.204743562,0.611621553,0.392044689,-0.651974658,0.900033215,0.96067167,-1,0.996912298
-0.130554767,0.569667916,0.826399801,-0.664515396,-0.959750329,0.041673837,2.371412848,0.088843852,1.027252759,-0.077342707,1.750894336,0.957921013,0.644248801,1.463714372,0.45801747,0.412189,0.455585598,0.455374775,0.334821979,0.689194066,1.060825398,1.52562192,0.6650446,1.097402325,0.924028152,0.700600407,1.258345286,1.460749817,0.787017487,1.151605009,1.570102989,-0.510411698,0.036662054,-1.569254273,0.856246977,0.45517811,-1.178785228,0.016239302,0.121649388,1.530069232,-0.514901101,0.831523611,-0.278794641,0.541733466,0.411972668,-0.739843818,0.962996202,1.241587013,1,0.994580401
