QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,PVT,WVAD,MOBV,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,target
-0.994551896,-0.666662596,-0.058896639,-0.304030766,0.928719637,0.842045151,-0.0110867,-0.468137059,-0.146999657,0.021499132,0.596473874,0.272308008,1.383308245,-0.75860043,-1.964122382,0.712538554,0.749036743,0.715832844,-0.092992251,-0.971368425,0.485432721,0.476052904,-0.517136965,-0.402596088,0.54942259,-0.742859592,-0.712262654,0.137077623,-1.541364133,-0.759133053,-0.313626071,-0.885370392,-0.64513225,0.679761639,0.350847691,0.704936642,-0.454712152,0.607468141,-0.345377653,0.749868818,1.171198184,-0.369918706,0.590600462,-0.184231875,0.3272079,0.361541245,-0.56078049,-0.035137859,0.159881867,-1
-1.440020465,-0.892290644,0.19664965,0.16040996,1.182734343,0.851163526,0.229875325,0.12160534,-0.268543885,0.181548963,0.750165593,0.327624784,1.387254536,-0.742703656,-0.71592009,0.732376182,0.790260135,0.748380654,0.313859558,0.110016134,0.490016757,0.49691378,-0.232677563,-0.055549757,0.614448617,-0.348701685,-0.093836885,0.612719869,-0.879837797,-0.348991245,-0.312893573,-0.437983581,-0.925020348,0.206164299,0.167941032,0.731919139,-0.454712152,0.607468141,-1.01989684,0.835585903,1.178461894,-0.749702453,0.551814064,0.136566322,0.253013196,0.283445715,-0.589773488,-0.034002989,0.007266366,1
-0.850092804,-0.250298872,0.844417685,1.098794486,1.089120072,0.761271584,-0.038317824,0.71134774,-0.187633116,0.049941524,0.462415397,0.360649724,1.387932581,-0.664805615,-1.571484909,0.743090301,0.812484921,0.772090385,0.682321653,0.163198981,0.420268415,0.482946063,-0.087216138,0.238858387,0.679474645,-0.237078691,0.367815967,0.973882368,-0.392942443,-0.256932274,-0.086691454,0.815832909,-0.389024273,-0.037240152,0.256151336,0.820767579,-0.454712152,0.607468141,-0.513821938,0.801121417,1.079882982,-0.49242776,0.513915905,0.109035134,0.3245445,0.240656157,-0.657696053,-0.037620388,-0.52736185,-1
0.943660632,1.299212483,0.72409586,1.874357593,0.765539644,0.968803722,0.472867371,0.71134774,-0.338901001,-0.077925285,0.585942333,0.433717405,1.397294223,-0.528072766,-1.953181244,0.749470755,0.806152052,0.802276191,1.136797813,0.670208791,0.340765492,0.435782341,0.542563982,0.87346544,0.744500672,0.643179351,0.982399348,1.252623586,0.485206006,0.661710948,0.664606534,1.182756718,1.29609212,-0.672241584,0.553990832,0.870260334,-0.454712152,0.607468141,-0.513821938,0.746182539,0.819427121,0.101337331,0.476461865,0.499259806,0.24388154,0.454837495,-0.694311623,-0.044074961,-0.359579591,-1
0.228365388,0.332344442,0.311421307,1.447442856,0.224048045,0.835750811,0.977251822,1.301097217,0.389831006,0.764601001,1.381259198,0.495226357,1.413637365,0.129772496,1.129887161,0.738828663,0.782134945,0.802401766,1.336002168,1.308402957,0.229838001,0.346352669,1.159840207,1.259752275,0.8095267,1.52832059,1.322599866,1.32062102,1.069514618,1.978666872,1.087641123,1.599078811,0.446788033,-1.243247733,0.589793837,0.860868636,-0.454712152,0.607468141,-0.513821938,0.643410863,0.509162967,0.711870606,0.439599984,1.352726651,0.21407683,0.246491552,-0.644152375,-0.056062025,-0.246776829,1
0.588346417,0.38980983,0.07905272,1.553993664,-0.090338856,0.966657113,1.074622441,0.71134774,-0.023611035,0.655405741,1.317298161,0.451881123,1.4098969,-0.440796417,-0.345893353,0.702076531,0.742823362,0.76193078,1.155267091,1.049579768,0.120685473,0.235155126,1.215033317,1.499856864,0.646961631,1.566448992,1.255386157,1.22881365,1.043263506,1.899895536,2.555042351,1.226441998,0.480699273,-1.060549951,0.373159709,0.819873131,-0.454712152,0.340639649,-0.345377653,0.437645447,0.207200195,1.219598154,0.403182221,1.320407429,0.370710094,-0.090209718,-0.661643456,-0.176571034,-0.444892604,1
4.187308194,1.790341705,-0.185446569,1.574850541,-0.442349603,0.93162865,0.985157292,0.12160534,-0.047660426,0.352477973,1.021342625,0.406471829,1.40333431,0.159874405,-0.748849599,0.671560797,0.703511779,0.714379764,0.872291368,0.82621181,0.016965876,0.135022917,1.139671541,1.62163104,0.386857522,1.474950692,1.258740143,1.129388086,1.16294033,1.74977957,2.515557263,1.44900188,2.235672229,-1.078360197,0.581491691,0.67676155,-0.454712152,-0.060204054,-0.345377653,0.23663222,-0.085423522,1.004423817,0.366912499,1.051080585,0.224857257,-0.378169262,-0.786122785,-0.302541604,-0.764342442,1
-0.819546387,-0.761397929,-0.751939043,0.114288225,-0.920392553,0.103812529,0.339915102,-0.468137059,-0.246454163,0.180372572,0.499499204,0.315240431,1.370127409,-0.001783031,0.147597434,0.645930942,0.676626957,0.665477322,0.537073974,0.868758087,-0.065886326,0.055570186,0.496084683,0.743570433,0.126753412,0.623449259,1.240301864,0.978343961,1.298973658,0.87823292,1.584309123,-0.095198152,-0.446499451,-1.021345241,0.406108852,0.690178261,0.306995698,-0.72787625,-0.345377653,0.054005975,-0.323050583,0.970163131,0.330790816,0.786541773,-0.012438968,-0.76274479,-0.829544224,-0.391416111,-0.568122512,1
-0.339288845,-0.430531497,-0.258381146,0.296066188,-1.111680374,0.124021155,0.558747441,0.12160534,0.044684902,0.330707462,0.704670634,0.341247572,1.370258811,0.136344724,-1.409295448,0.63544491,0.674715148,0.65819398,0.542087064,0.968032735,-0.058199963,0.002238901,0.541650301,1.070268655,0.029214371,0.770537092,1.207574566,0.762281721,1.481215445,0.918063654,0.117605511,0.522064966,0.066571407,-1.043690347,0.571114008,0.671991164,1.068170513,-1.312014301,-0.513821938,0.019186185,-0.520208406,1.075354845,0.294669133,0.757813577,0.008360915,-0.90969731,-0.818110366,-0.375811649,-0.75960283,-1
-0.481626659,-0.617278556,-0.312679014,0.266644188,-1.389958621,0.124384587,0.371047946,0.71134774,0.023355648,0.338254346,0.577022072,0.377162195,1.370716327,0.240721514,1.175107936,0.624328636,0.644604148,0.646383962,0.489449622,0.836848379,-0.062290096,-0.054357565,0.627908571,1.073508236,-0.003298643,0.860210359,1.141981662,0.456830039,1.701261859,1.009816978,0.139615308,-0.015997519,-0.201544548,-1.395293216,0.56877903,0.650822576,1.829878363,-1.395548446,-1.01989684,-0.046722703,-0.647842155,1.120627048,0.25854745,0.736267429,0.071775192,-0.217907771,-0.793473123,-0.347368969,-1.022177326,1
-0.675299422,-0.719036008,-0.4148458,0.390905087,-1.751055399,0.151581707,-0.0871509,0.71134774,-0.355036013,0.018611628,0.174372734,0.327211972,1.368497521,0.296356757,1.01202522,0.612450069,0.610550041,0.626268064,0.338133466,1.021215583,-0.074143764,-0.109140042,0.531481368,0.913649378,-0.100837684,0.726588313,0.81272482,0.036022051,1.539762037,0.795177153,0.148893606,-0.298619054,-0.345325844,-1.114864146,0.744940195,0.672587462,1.068170513,-1.395548446,-1.01989684,-0.130707681,-0.708027175,1.286571474,0.222129687,0.159309478,0.061882565,-0.502023761,-0.796739939,-0.332757518,-1.050614997,-1
-0.347773961,-0.561404774,-0.3625097,0.6817665,-1.931583312,0.193869108,-0.218474227,0.71134774,-0.459271836,-0.116945467,-0.033298211,0.339183513,1.369826142,0.454596936,0.463086204,0.59006146,0.587130374,0.60925566,0.182991531,1.07439843,-0.103114253,-0.15340138,0.69777134,1.165185479,-0.165863712,0.943175395,0.499248137,-0.407620823,1.434939734,1.067128621,0.401360984,-0.212673613,-0.18389616,-1.330579073,0.803574103,0.64769201,0.306995698,-1.395548446,-1.01989684,-0.211805814,-0.741232703,1.406841298,0.185711925,0.398711117,0.057316737,-0.634643031,-0.845333838,-0.346872464,-1.062937988,1
4.437619104,1.254631021,-0.473917924,0.964471803,-2.012599993,0.205705172,-0.262286784,0.12160534,-0.424632661,-0.016983897,0.103866381,0.314414808,1.369198061,0.157004067,1.374022851,0.565361963,0.548774696,0.575057437,-0.159745498,0.975123782,-0.138428306,-0.186234587,0.688025407,0.751395016,-0.263402753,0.97859091,-0.129230947,-0.894500768,0.766651663,1.02369446,-0.011872094,1.256946474,2.442048307,-1.040264008,0.730411439,0.542296293,0.306995698,-1.395548446,-1.01989684,-0.27043097,-0.700763465,1.205613621,0.148850043,0.425045298,0.089911675,-0.481187832,-0.952185969,-0.334743541,-1.15204269,1
0.142877848,-0.655071836,-0.999327649,-0.448536805,-2.719979478,-1.151073814,-0.480920343,-0.468137059,-0.736727627,0.043996379,-0.215497395,0.218229668,1.337404464,-0.423352519,-1.823154909,0.546154577,0.513525708,0.527356927,-0.662373705,-0.510450416,-0.143614286,-0.19076956,-0.171833166,-0.42783912,-0.360941794,-0.127675333,-1.06024736,-1.266792627,-0.620501584,-0.27567331,-0.327857445,-0.416494091,-0.007225581,0.853127686,0.241882022,0.520680481,0.306995698,-1.395548446,-1.01989684,-0.302896871,-0.54822557,0.749227393,0.111544043,-0.123184457,-0.025121824,-0.760823013,-1.118929739,-0.341765549,-1.121709175,1
-0.666602179,-1.028002534,-0.942777759,-0.722514032,-2.52438667,-1.130631949,-0.572529856,-0.468137059,-0.866948424,-0.098451349,-0.490026972,0.207909374,1.336133048,-0.305745351,-1.457652997,0.550926412,0.508029255,0.525467324,-0.785194403,-0.365083967,-0.10016627,-0.152131588,-0.346329348,-0.736988545,-0.100837684,-0.341993454,-1.163957279,-1.294842553,-0.790290345,-0.500855302,-0.409792492,-0.917733994,-0.916549908,1.03489834,0.29428932,0.533948117,0.306995698,-1.395548446,-0.884844593,-0.218778654,-0.357293783,0.652978395,0.073645884,-0.452361711,0.012926743,-0.677893014,-1.266276785,-0.324671569,-1.15204269,-1
0.680197793,-0.505495433,-0.904505231,-0.704312473,-1.969637144,-1.152257704,-0.379357749,-0.468137059,-0.654997891,0.153405529,-0.185798394,0.22813715,1.337664295,-0.23498027,0.549555444,0.556214445,0.527744791,0.530107614,-0.852871114,-0.127533916,-0.076675016,-0.102065484,-0.257668435,-0.726611674,-0.06832467,-0.250495153,-1.175830217,-1.27783827,-0.832732632,-0.211916252,-0.469089887,-0.65086808,0.200614645,0.991538353,0.141996825,0.492356314,-0.454712152,-0.72787625,-1.01989684,-0.130663268,-0.17155036,0.717707752,0.035451645,-0.499045031,0.24121814,-0.564234607,-1.415053064,-0.278496546,-1.151094768,1
-0.550143967,-1.015674843,-1.028183417,-1.116333944,-1.582485214,-1.116319066,-0.372961602,-1.057886536,-0.63703569,0.080359961,-0.279442184,0.176535681,1.332012714,-0.409413211,-0.98054164,0.558057154,0.534197148,0.523619579,-1.017643458,-0.404084722,-0.028504055,-0.044924821,-0.681565734,-1.156702137,-0.003298643,-0.819116396,-1.426921029,-1.245568051,-1.357838934,-1.076781548,-0.532677622,-1.010358516,-1.225907669,1.483123975,0.149780087,0.496232253,-0.454712152,-0.861290496,-0.884844593,-0.044235575,-0.030426866,0.519978575,-0.002890633,-0.892860727,0.449597455,-0.86604362,-1.565054398,-0.28488019,-1.176688672,-1
-0.371744412,-0.891285136,-0.976894621,-1.139577767,-0.798071545,-0.555002328,-0.320793241,-1.057886536,-0.453186367,0.098717968,-0.301951356,0.21162468,1.332505203,-0.141570783,-0.406081668,0.578422985,0.549491624,0.542581384,-0.948119819,-0.719636282,0.041089943,0.027997549,-0.726809872,-1.24632023,0.126753412,-0.897592836,-1.264736782,-1.05411844,-1.260271555,-1.014354326,-0.469403814,-1.047180055,-0.98587584,1.411432866,0.18272923,0.548110201,0.306995698,-0.970666139,-1.544522874,0.088825765,0.061926009,0.478640409,-0.040936832,-0.777947941,0.455938882,-0.873837492,-1.652101453,-0.32119603,-1.252522461,1
0.636923704,-0.389507656,-0.91342196,-1.188381641,0.023971089,-0.325135548,-0.117879148,-0.468137059,-0.209607563,0.206335796,-0.13554813,0.24217275,1.333158843,-0.038886844,-2.097057542,0.597612363,0.560962481,0.566841253,-0.809600234,-0.896912439,0.159734666,0.097110541,-0.809075016,-0.649457858,0.159266426,-0.959890601,-1.079429048,-0.85933987,-1.121511675,-0.950296982,-0.482693407,-0.436966383,-0.040301568,1.557331092,0.435166364,0.601031671,1.068170513,-1.462255569,-1.626889903,0.296589767,0.130412411,0.514695319,-0.078538912,-0.787524006,0.46139251,-0.875408945,-1.693753366,-0.350915438,-1.281908055,-1
-0.405897002,-0.882181945,-0.948691854,-1.605894214,0.154118881,0.418627915,-0.178755135,-0.468137059,-0.175100867,0.125441956,-0.150352947,0.370144395,1.344145676,0.243262137,1.720324202,0.610595355,0.582828803,0.598444261,-0.581636575,-0.460813092,0.183920471,0.155883794,-0.157451148,-0.249032264,0.094240398,-0.252320187,-0.642961348,-0.672735963,-0.484941829,0.064030087,-0.411571414,-0.759958697,-1.257322978,0.438765704,0.428161428,0.565551925,1.068170513,-1.395548446,-1.01989684,0.358856789,0.136638448,0.696413768,-0.115548833,-0.318296793,0.275588678,-1.132790219,-1.635835428,-0.341552761,-1.28001221,1
-0.817849364,-1.009457891,-0.865385157,-1.686236816,0.343282363,1.462847046,-0.411331452,-0.468137059,-0.346861835,0.000110219,-0.30818254,0.332578525,1.341472235,0.328886396,1.322410998,0.606777888,0.590356553,0.590240037,-0.689681851,-0.574269833,0.173100912,0.196517154,-0.369915858,-0.471220709,-0.198376725,-0.528985398,-0.95917395,-0.641485114,-1.135553554,-0.465759428,-0.263676736,-0.649850882,-1.658656745,0.633499342,0.445544047,0.549600947,1.068170513,-1.462255569,-0.884844593,0.359389745,0.007967026,0.709711856,-0.151670516,-0.880890645,0.339890755,-0.185541183,-1.481478337,-0.333466812,-1.334991707,1
-0.779242088,-0.818937646,-0.719036918,-1.535661442,0.40142784,1.279690124,-0.494922911,-0.468137059,-0.499666143,-0.277206757,-0.464422518,0.302856078,1.340705095,0.119947917,1.000583292,0.611975886,0.613298267,0.597666893,-0.649577133,-0.726727328,0.149949216,0.247853051,-0.426107249,-0.511345397,-0.32842878,-0.626748002,-0.859129212,-0.414460948,-1.199331874,-0.653791808,-0.275536215,-0.741419604,-1.379132227,0.659243914,0.410000483,0.567638969,1.068170513,-1.462255569,-0.884844593,0.364008697,-0.09995094,0.598602517,-0.18720004,0.021653535,0.341793184,-0.040320264,-1.325692015,-0.334317964,-1.47623214,-1
-0.728543523,-0.612779866,-0.401904838,-1.362381051,0.448746865,1.11691959,-0.35988257,-0.468137059,-0.392618994,0.023037675,-0.239349752,0.254969915,1.339917865,0.103008981,-1.436245163,0.623176193,0.634806124,0.615384909,-0.497601361,-0.790546744,0.094925353,0.297374958,-0.462011535,-0.237252547,-0.230889739,-0.689489694,-0.630863659,-0.130923271,-1.078035373,-0.79557485,-0.176474685,-0.476556788,-1.13345999,0.592537792,0.61521916,0.631293808,1.829878363,-1.462255569,-1.626889903,0.360988613,-0.24314978,0.741046868,-0.222729564,-0.075304129,0.422329315,-0.14706895,-1.174193389,-0.319493725,-1.500878122,-1
-0.951065679,-0.559246227,-0.150605753,-1.154623538,0.456696502,1.071950839,-0.467352277,-0.468137059,-0.438494869,-0.148554877,-0.44506008,0.315653243,1.345118901,0.006291795,-1.948195364,0.638848219,0.660974017,0.647346703,-0.192858275,-1.024551272,0.044284877,0.334924537,-0.045254485,0.24069421,-0.100837684,-0.144692537,-0.08651949,0.164349479,-0.355325563,-0.301857138,0.014497806,-0.815404878,-1.065450808,0.131214808,0.712769379,0.660512422,1.829878363,-0.861290496,-1.626889903,0.342335154,-0.427855531,0.96493195,-0.258999287,0.336466691,0.494875248,-0.422687084,-0.961373891,-0.328927332,-1.743546248,-1
-1.202649356,-0.524109746,0.322332494,-0.790910382,0.605349083,0.942634886,-0.592499347,-0.468137059,-0.539114165,0.125065219,-0.486790872,0.373446889,1.348558156,0.301543598,-1.351447828,0.648553951,0.674834636,0.664490662,0.003443765,0.595752805,-0.050220345,0.346534068,0.269559435,0.389928262,0.029214371,0.288925554,0.221182805,0.297153273,0.092022188,0.082470837,0.222492137,-0.724892999,-1.018912521,-0.164390929,0.886076681,0.683022682,1.829878363,-0.72787625,-1.694416027,0.281178457,-0.629164045,1.024714171,-0.296897446,0.605793536,0.54471887,-0.379593912,-0.676208014,-0.282752309,-0.388017262,-1
-1.128828851,-0.406759625,1.062621371,-0.202018041,0.64799456,0.869900122,-0.882484432,-0.468137059,-0.637878743,-0.2486161,-0.846607248,0.408535888,1.35191274,0.206851324,0.561145435,0.64428631,0.701002529,0.670470418,0.108718649,0.751755824,-0.122638849,0.340910701,0.551633114,0.508085483,0.28931848,0.736453359,0.397712258,0.321066623,0.408159217,0.488355025,0.066156301,-0.407697151,-0.901387624,-0.446560041,0.774776033,0.681382861,1.829878363,-0.72787625,-1.694416027,0.245603646,-0.832547905,1.023691606,-0.33716424,0.896666528,0.57363578,-0.450055718,-0.324684922,-0.220050741,-0.690404497,1
-0.380229528,0.520247672,1.142045697,0.611972315,0.409316051,0.796176456,-0.541340719,-0.468137059,-0.437072001,-0.846620933,-0.486509237,0.373446889,1.349907583,0.225943146,-1.312022118,0.638950258,0.672922826,0.660609801,0.068218161,0.829757333,-0.208053172,0.325128995,0.42256719,0.532163578,0.419370535,0.669617673,0.390433762,0.256373526,0.467633341,0.337461533,-0.172568033,0.569369387,-0.024156634,-0.294279417,0.83704213,0.656785558,1.829878363,-0.72787625,-1.01989684,0.277403352,-0.979897436,0.810373036,-0.380391828,0.811678946,0.560065125,-0.148740495,-0.004673001,0.242692503,-0.910322486,-1
-0.331227985,0.366311158,1.047128977,0.951098052,0.123886713,0.797834303,-0.14437672,-0.468137059,-0.068783218,-0.680113109,-0.133154228,0.422158676,1.351935899,-0.248041104,2.157805322,0.643313936,0.651175993,0.65598147,0.059511216,1.053125291,-0.270099717,0.312249671,0.507641058,0.251796659,0.484396563,0.752138782,0.453831016,0.163472918,0.696663643,0.451237585,-0.31400976,1.177582047,-0.119267293,-0.388335788,0.682155214,0.721036695,1.068170513,-0.72787625,-1.01989684,0.296767419,-1.103380494,0.808072263,-0.42628413,0.500456814,0.688669279,0.228131245,0.405040264,0.378309469,-0.890416117,1
0.780322157,1.408656592,0.837255032,1.487127841,-0.155353885,0.864669679,0.72248425,-0.468137059,0.109247315,-0.592141483,0.394202748,0.422158676,1.351935899,-0.760509128,-1.884531766,0.629034446,0.620228576,0.642754251,-0.045499822,1.251674587,-0.262984429,0.299733145,0.50891006,0.910160948,0.419370535,0.772756728,0.428313059,-0.011986856,0.846713631,0.451237585,-0.06356547,0.101108621,0.839582575,-0.388335788,0.2818361,0.71760798,1.068170513,-0.72787625,-1.01989684,0.326390888,-1.259031407,0.609472012,-0.474545068,-0.098047284,0.674210824,0.476127176,0.68455727,0.376039729,-0.145349135,-1
3.185428171,2.374988655,0.5447059,1.250045126,-0.347885596,0.839999859,0.747372231,0.12160534,0.690548191,-0.068249232,0.831379509,0.542286898,1.373703554,0.271955443,2.171364458,0.613758572,0.58426266,0.622925381,-0.238503776,1.843776952,-0.174899944,0.296286565,1.096931567,0.79973898,0.159266426,1.608128811,0.390031803,-0.260639407,1.05524576,1.284444204,-0.277105852,1.629130503,2.258410742,-1.686347296,0.470450485,0.550942618,1.068170513,-0.72787625,-1.01989684,0.401493267,-1.456189231,0.750145809,-0.524582481,0.48968374,0.541040842,-0.072042924,0.94842078,0.459310816,-0.135869912,1
-0.303863487,-0.079501702,-0.128504416,-0.370201601,-0.851912036,-0.179250137,0.595887669,0.12160534,0.119097277,-0.486920185,0.462168966,0.365603466,1.299267737,-0.212356325,-0.326607328,0.574449457,0.521411922,0.542641182,-1.0099919,-0.049532407,-0.118980881,0.310435681,-0.257431555,-0.301731524,-0.263402753,-0.290448589,-0.502448347,-0.611815029,-0.280980106,-0.121916381,-0.412862004,-0.28435741,-0.135471186,0.362351621,0.680598562,0.544234262,1.068170513,-0.72787625,-1.01989684,0.334429641,-1.62532989,0.237400114,-0.575952251,-0.582835604,0.387958777,-1.177261331,1.216776162,0.715011213,0.258465793,-1
-0.212648495,0.089828961,0.140809978,-0.364083985,-0.890631324,-0.075833743,0.635617316,0.71134774,0.463515603,-0.448213545,0.564500126,0.3949131,1.300705875,0.403891166,1.697451499,0.570091781,0.505520005,0.539131065,-1.136506454,-0.826001976,-0.029908591,0.395693178,-0.207449811,-0.377819761,-0.458480835,-0.252320187,-0.58366149,-0.630144001,-0.418081077,-0.009019737,-0.305324435,-0.403416571,0.125117673,0.257723986,0.856500285,0.51605917,1.068170513,-0.72787625,-1.01989684,0.395719577,-1.892011788,0.106568512,-0.627025943,-0.786326998,0.426007343,-0.918388678,1.454709314,0.901413612,0.396862459,1
