QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,target
-0.25257978,-0.103850017,0.54982515,0.205127331,0.772299158,1.319910306,-0.246063374,-0.427819495,0.015416649,-0.420741436,-0.290635548,1.465367992,-1.640229903,1.538344916,-0.354635101,-0.020522712,0.038348445,-0.001920313,0.024901303,-0.028675239,0.299708561,0.30404998,-0.086759282,0.030289262,0.231496643,-0.065036739,-0.133417831,0.537447307,-0.866866093,-0.190998652,-0.127554209,-0.192162405,-0.874765513,0.632740131,0.273960665,-0.005927024,1.019614586,-0.482352775,-0.693381527,0.306137557,0.337489512,0.092214841,0.872237822,0.31618613,-0.358440148,0.303995538,-0.729048521,-0.450579669,-0.612845252,-1
-0.217776752,0.176369517,0.747185994,0.830672342,0.644173158,1.339724511,-0.148949827,0.227924905,0.457473399,-0.348831914,-0.241210159,1.489479238,-1.589899647,1.539240083,-0.442460204,-0.009645836,0.058555521,0.016809421,0.152971875,0.253924866,0.256563245,0.297796964,0.018568213,0.304427716,0.323099955,0.027412593,0.276564831,0.864388608,-0.448628126,-0.027318242,-0.127554209,-0.121979869,-0.425997194,0.407217889,0.199783866,0.017314686,1.786501279,-0.482352775,-1.257935026,0.324469547,0.3097279,-0.25453149,0.861963962,0.409492627,-0.37324406,0.454642465,-0.711537953,-0.410538259,-0.852150141,-1
-0.195959928,0.221367322,1.013225573,1.400387137,0.518980998,1.416669699,-0.311723451,0.883669305,1.049169166,-0.295393065,-0.38023091,1.521410348,-1.960295914,1.540384866,-0.317042499,0.004552721,0.058814586,0.035162221,0.288466827,0.253924866,0.197532448,0.271633029,0.137538684,0.603940918,0.353634393,0.113702403,0.696674176,1.122991417,0.066676422,0.115807475,-0.081308813,0.163453543,-0.358298819,-0.250830753,0.377942644,0.091236237,1.786501279,-0.482352775,-1.305136419,0.327462525,0.249376571,-0.201016142,0.850585385,0.287645319,-0.319020431,0.342156746,-0.653204557,-0.380573059,-0.752362774,-1
-0.012035312,0.804722553,0.919775742,2.142283234,0.053210342,1.446777747,-0.051655746,0.883669305,0.419242747,-0.656248089,-0.282004446,1.562464632,-2.562780432,1.544964374,-0.185081799,0.006298231,0.040939096,0.053593007,0.428447343,0.564386953,0.114717312,0.223912645,0.573913104,1.429311619,0.323099955,0.449198542,1.191970668,1.273352832,0.849586204,0.716716763,0.121399791,0.191081125,0.55024093,-0.907980915,0.582545114,0.146435299,1.786501279,-0.482352775,-1.305136419,0.309344319,0.125052831,0.233712803,0.837991621,0.472062866,-0.346046176,0.167823483,-0.576094768,-0.356600899,-0.638716051,-1
0.406639925,1.511718906,0.710339484,2.403724949,-0.514126691,1.398657566,0.229554702,1.539421574,1.45337829,-0.109822138,0.412883109,1.617855332,2.736170711,1.555517139,0.25481862,-0.010700958,0.012441938,0.045482421,0.435562375,0.918632155,-0.009101672,0.152825727,1.248614734,2.293143238,0.292565518,0.997848031,1.405079529,1.218850414,1.321734553,2.021807945,0.347561907,1.106240682,2.169047419,-1.9251187,0.52181426,0.046366824,1.786501279,-0.482352775,-1.305136419,0.272573447,-0.042723866,0.775656048,0.823851254,0.949572585,-0.380473877,0.118359377,-0.418921602,-0.285935713,-0.506590185,1
0.278935587,0.827431216,0.307037221,1.62576582,-1.201330903,0.922279608,0.163576434,1.539421574,1.37113923,-0.23401702,0.26011041,1.543566628,1.592556426,1.538181822,-0.645698265,-0.052905843,-0.044034248,-0.021897829,0.137040391,0.405175626,-0.136589237,0.077131324,0.758981715,1.919825888,0.048290019,0.585329618,0.905894206,1.016595878,0.590239494,1.535001037,0.347561907,0.49157373,1.308049407,-1.344916727,0.133898733,0.016669083,1.019614586,-0.608361981,-1.257935026,0.16349009,-0.209293536,1.0279324,0.808274755,0.688314394,-0.397687727,-0.34572008,-0.322033311,-0.32307939,-0.441913188,1
1.080603967,1.485341553,0.094748153,1.232850723,-1.818229033,0.727072984,0.214895372,1.539421574,1.441558437,-0.366596029,0.063421845,1.49208586,-2.526324015,1.52971453,-0.246637715,-0.071754753,-0.077971773,-0.063841515,-0.068212808,0.094713539,-0.236939837,0.04125876,0.418741617,2.279156591,-0.226519917,0.319226988,0.668707886,0.995465276,0.157579527,0.933615038,0.720399726,0.574817028,3.034943042,-0.48446097,0.75375682,-0.083399392,1.019614586,-1.112966417,-1.257935026,0.084764081,-0.389140499,0.798912634,0.791151654,0.29423166,-0.494945981,-0.402137059,-0.299459447,-0.330587154,-0.397563247,-1
-0.062341871,-0.22841497,-0.251504346,-0.256245065,-2.757825144,-0.455551096,0.034136086,0.883669305,1.400874981,-0.308148215,-0.190344227,1.455593163,-1.026066344,1.519028174,-0.066181595,-0.083048467,-0.08600279,-0.086470569,-0.198294149,-0.048576655,-0.317631058,0.033031107,0.090197707,0.425454964,-0.531864291,0.059283878,1.067380107,1.097876276,0.808881151,-0.016258528,0.34014713,-0.180299048,-0.599734967,-0.84926214,0.883286094,-0.079202972,1.019614586,-0.482352775,-1.257935026,0.020789177,-0.556917196,0.838042019,0.772702894,0.305208895,-0.633861753,-0.824839554,-0.224986792,-0.330257866,-0.187824985,1
-0.085357422,-0.212559746,-0.208369504,-0.373972913,-3.05869274,-0.4663664,0.115132494,1.539421574,1.992374739,-0.101753273,0.037023255,1.473839511,2.158569342,1.519733772,0.200322598,-0.082006371,-0.075381122,-0.084013998,-0.216700427,0.126555805,-0.292091418,0.042246078,0.179827279,0.460490484,-0.65400204,0.174845543,1.121856109,1.026076151,0.99525136,0.271989489,-0.042706342,-0.248336634,-0.508614879,-1.210097726,0.913315373,-0.103735889,1.019614586,-0.324557462,-1.305136419,0.022392558,-0.7114166,0.872480486,0.752707531,0.416078968,-0.594442036,-0.836614069,-0.147560548,-0.32307939,-0.134235474,1
-0.183253426,-0.36199099,-0.139388079,-0.520226111,-2.969885916,-0.443943233,0.117627243,1.539421574,2.042421648,-0.154526361,0.080054875,1.452334886,1.601502565,1.518519847,0.36481077,-0.081745847,-0.073567667,-0.089434052,-0.276868847,-0.044596371,-0.259091745,0.053271132,0.010178477,-0.056618989,-0.77613979,0.041822482,0.958354119,0.887579457,0.837665799,-0.197179081,-0.205306705,-0.393960274,-1.322892142,-0.277550628,0.93370839,-0.093729041,1.019614586,-0.482352775,-1.257935026,0.016353156,-0.821256021,0.816679081,0.731607452,0.38863588,-0.524381665,-0.654870244,-0.116389628,-0.300951242,-0.245110326,1
-0.107933439,-0.171641185,-0.107195461,-0.471458384,-2.617025278,-0.521893205,0.042858117,1.539421574,1.639642127,-0.168464673,-0.012222371,1.441256746,-1.80247428,1.518359933,0.534304768,-0.075297879,-0.073567667,-0.082610242,-0.282901157,0.166358636,-0.225003785,0.072194733,-0.025528115,0.10096817,-0.806674227,0.005317428,1.062908645,0.772284071,1.169828767,-0.279179125,-0.132208408,-0.300453834,-0.721760014,0.244885176,1.009005685,-0.05757527,1.019614586,-0.482352775,-1.257935026,0.01319984,-0.881607351,1.051649797,0.709181714,-0.099851074,-0.460518281,-0.680576376,-0.138014124,-0.278954809,-0.330114379,-1
-0.126993192,-0.212358208,-0.048860886,-0.561826862,-2.48745888,-0.531704491,0.043935677,1.539421574,1.459254949,-0.229926025,-0.046200201,1.470581235,0.41875688,1.520434981,0.55856916,-0.074373019,-0.067350105,-0.069768482,-0.262638784,0.349451662,-0.210224145,0.091776546,0.25181214,0.407494517,-0.745605352,0.212367766,1.285802009,0.540213476,1.862345852,0.340540651,-0.005883417,-0.295153928,-0.884343692,-0.100697891,1.091698249,-0.047568422,0.253264553,0.148260867,-1.257935026,0.003419216,-0.928681388,1.164534239,0.685540787,0.103227772,-0.454321295,-0.77717038,-0.197402374,-0.268022451,-0.293156095,-1
-0.021465295,-0.029906261,-0.044852091,-0.579438988,-2.437085776,-0.488103924,0.121321413,1.539421574,1.898671878,-0.137125726,0.133141135,1.481007719,2.776639146,1.521256525,0.565188184,-0.083152677,-0.085743725,-0.075214532,-0.335799871,0.480801007,-0.181349431,0.107902745,0.350155913,0.267007916,-0.715070915,0.323295662,0.992586004,0.066084795,1.835970805,0.642091731,-0.132619073,-0.231085644,-0.318863147,-0.159600692,1.08900906,-0.063385697,1.019614586,0.148260867,-1.822488525,0.007855237,-0.929888414,1.08155935,0.660684673,0.265690849,-0.446919339,-0.720194225,-0.267972071,-0.266178438,-0.38093202,1
0.062725269,0.117200972,-0.068149976,-0.772619396,-2.321201113,-0.45046484,0.111077258,0.883669305,1.903581082,-0.067454567,0.192936966,1.455593163,0.409648091,1.519910116,0.326892149,-0.092205885,-0.110354907,-0.093775295,-0.483668792,0.038989575,-0.112418732,0.134395786,0.166555119,0.011785131,-0.715070915,0.203608813,0.288536512,-0.479315877,1.099525973,0.37266542,-0.211512303,-0.152433088,0.148674628,0.293247969,0.998248928,-0.093083438,1.019614586,0.148260867,-1.822488525,0.029180204,-0.846603579,0.983179673,0.634392428,0.251420444,-0.396482758,-0.589572132,-0.371400453,-0.259131677,-0.355985178,1
-0.112448643,-0.206046679,-0.082914887,-1.17721859,-2.315847568,-0.45949309,0.002055262,0.227924905,1.431132222,-0.258188381,-0.057464603,1.436043504,-1.694522849,1.517495493,0.345077674,-0.096152823,-0.134188894,-0.108618707,-0.625969427,-0.072458354,0.007679012,0.182609829,-0.131829004,-0.240797578,-0.409726541,-0.008527368,-0.437255291,-0.899334319,0.178924679,-0.067827531,-0.257415479,-0.447544031,-1.05515611,0.634731943,1.013487666,-0.103413087,1.019614586,0.148260867,-1.822488525,0.087917397,-0.702967414,0.903052456,0.606664052,-0.248043745,-0.380473877,-0.574629622,-0.491442778,-0.247474885,-0.34582165,-1
0.067080642,0.083121232,-0.077524553,-1.265603892,-1.770369483,-0.483187697,0.003221961,0.883669305,1.871752176,-0.254230909,0.030002741,1.454289852,2.477717069,1.518542305,0.470234761,-0.094785073,-0.126676007,-0.111387224,-0.717846141,0.07083184,0.138747393,0.252709429,-0.101406555,-0.43884105,-0.379192104,0.019218734,-0.812811858,-1.118991142,-0.294808309,0.204560002,-0.317828803,-0.369777012,-0.148682983,0.794726443,1.011022576,-0.142794874,1.019614586,0.148260867,-1.257935026,0.17872221,-0.521913425,0.972703409,0.577499544,-0.388552352,-0.162890809,-0.524773496,-0.616812112,-0.247145597,-0.330114379,1
-0.125075229,-0.189950166,-0.105130416,-1.685371769,-1.412759206,-0.475917722,0.006302316,0.883669305,1.955981892,-0.2668581,0.016088034,1.389775978,-0.783062845,1.513964444,0.25652178,-0.100764098,-0.124862551,-0.128531235,-0.881491871,-0.088379486,0.257879721,0.338606121,-0.601437902,-0.670848721,-0.287588792,-0.390756757,-1.297112345,-1.236127156,-1.09425591,-0.707036408,-0.342970602,-0.521483212,-1.397913341,1.237042313,0.964185866,-0.165390981,1.019614586,-0.040752943,-1.201417569,0.263647959,-0.325168089,0.775065633,0.546677963,-0.905580117,-0.0005642,-0.825136056,-0.749987362,-0.244182006,-0.417890304,1
-0.120360238,-0.13931921,-0.024548421,-1.809767934,-0.444812157,0.08818897,0.02685494,0.227924905,2.100022976,-0.258188381,0.017839518,1.377394527,1.107754312,1.513521723,0.250868374,-0.085653707,-0.112427428,-0.117210209,-0.906085133,-0.39486129,0.40016448,0.451654066,-0.778317637,-0.950671316,-0.104382168,-0.548474413,-1.340448996,-1.138003979,-1.289068627,-0.85483951,-0.334072869,-0.523194118,-1.262837437,1.299120467,0.811126187,-0.150542111,1.019614586,-0.19571021,-1.132478693,0.381603358,-0.13687194,0.643817129,0.514751665,-1.051577341,0.041265456,-0.829945757,-0.812012746,-0.24378686,0.038544504,1
-0.038766915,0.068280438,0.03657975,-1.919171411,0.272726089,0.342845604,0.200417704,0.227924905,2.267786487,-0.018062205,0.3025663,1.350025005,-2.444156749,1.51249004,0.361498507,-0.062558256,-0.10232389,-0.095036076,-0.86432299,-0.661540262,0.617260198,0.573094217,-1.078478592,-0.91653816,-0.012778856,-0.758576257,-1.299096065,-0.966308028,-1.404322951,-1.148168714,-0.349883456,-0.392225943,-0.826157438,1.568531141,0.901214022,-0.067582117,1.786501279,-0.608361981,-1.201417569,0.567114545,0.050217182,0.667437323,0.481720651,-1.094388558,0.055897229,-0.896760208,-0.815124564,-0.241942848,0.066263217,-1
-0.165512273,-0.18509426,0.044449744,-2.172220455,0.502818352,1.803667097,0.311653494,0.883669305,2.341413759,0.175266034,0.57778988,1.413887224,1.937887199,1.519183232,0.551354957,-0.041325552,-0.069940756,-0.050726802,-0.695263649,-0.510289502,0.724579346,0.693711602,-0.517293333,-0.509472764,0.078824456,-0.423136627,-0.940630009,-0.732151041,-0.979963053,-0.354275259,-0.283310162,-0.462479211,-1.710492234,0.891834516,0.920710643,-0.075006552,1.786501279,-0.482352775,-1.257935026,0.671387759,0.209544693,0.818133517,0.447805864,-0.638833308,0.0338635,-0.802042724,-0.697824858,-0.211516645,0.178062027,1
-0.112608473,-0.036074041,0.115888363,-2.090662906,0.754647149,2.693705578,0.239554008,0.883669305,1.951419748,0.281401937,0.611342592,1.400854118,1.764921762,1.519074616,0.678086172,-0.037795452,-0.048179289,-0.04339608,-0.680569562,-0.617757147,0.795124922,0.794911728,-0.551686614,-0.509455774,-0.012778856,-0.453934235,-1.058363094,-0.583593649,-1.375232651,-0.386315903,-0.211192897,-0.423680903,-1.437886901,0.746280657,0.964634064,-0.107932309,1.019614586,-0.608361981,-1.201417569,0.74038659,0.265067916,0.836922391,0.413228247,-1.113049857,0.140761511,-0.047823064,-0.517972342,-0.180431866,0.057947604,1
-0.080402685,0.175668353,0.150057677,-1.995622127,0.940217667,2.560198907,0.207077138,0.883669305,1.539131117,0.201009999,0.499062954,1.374136251,2.719797945,1.517995022,0.535323609,-0.027022786,-0.012169244,-0.031087227,-0.62272126,-0.645619129,0.846467498,0.898909255,-0.668401282,-0.64446023,-0.043313293,-0.564410056,-0.984641772,-0.294191718,-1.561777942,-0.616887396,-0.210690974,-0.387077148,-1.028846789,0.870703984,0.986595775,-0.084044995,1.019614586,-0.608361981,-1.201417569,0.803078788,0.304899794,0.639979432,0.378098273,-0.212916593,0.12475263,0.179946238,-0.385377262,-0.155208412,-0.109288632,-1
-0.137502028,0.170380696,0.316480029,-1.986520306,1.096996559,2.461110576,0.261786723,0.883669305,1.551296233,0.235978174,0.568641349,1.327868725,-2.149807396,1.516519767,0.552483651,-0.009567679,0.034462469,-0.002245256,-0.459848903,-0.693382527,0.846169097,0.999944828,-0.765184533,-0.350471649,0.109358894,-0.674320784,-0.789608345,0.098227783,-1.631680125,-0.849393778,-0.158490942,-0.105488567,-1.13328196,0.879508372,1.129795095,0.000851808,1.019614586,-0.608361981,-1.201417569,0.847599335,0.3097279,0.636674549,0.342084525,-0.293050408,0.10633381,0.241672396,-0.264385569,-0.146449353,-0.116680289,-1
-0.238434806,0.100008908,0.491065992,-1.782546048,1.063638913,2.304845778,0.269841908,1.539421574,1.475306069,0.150417785,0.464973379,1.38260777,-2.279144893,1.522112981,0.596603574,0.015690121,0.083166703,0.052072272,-0.141837919,-0.852593854,0.836128771,1.081563141,-0.250088743,0.147131276,0.323099955,-0.27361283,-0.186654585,0.576581538,-1.013780563,-0.336457454,-0.074190627,-0.113068917,-1.304132124,0.365093943,1.295628422,0.060892893,1.019614586,-0.040752943,-1.201417569,0.882606488,0.261446837,1.213934683,0.305076533,0.193241099,0.091529899,0.285622359,-0.112275699,-0.128470233,-0.488111043,-1
-0.2754355,0.167945336,1.032555276,-1.250067402,0.984159989,2.069154852,0.15962839,1.539421574,1.252606226,0.206629089,0.414875089,1.426268675,-2.161545224,1.525802409,0.758551495,0.035958887,0.112700121,0.088699885,0.124511748,0.218102318,0.772551742,1.119410342,0.182175787,0.488814906,0.414703267,0.078271027,0.376638648,0.953193612,-0.356745749,0.1429464,0.042848781,-0.229385301,-1.219532747,-0.00766726,1.413952742,0.116414757,0.253264553,0.148260867,-1.257935026,0.88191169,0.186611188,1.143484509,0.266190523,0.755275527,0.065709123,0.69126106,0.09605786,-0.129260524,-0.43174966,-1
-0.291298649,0.130579876,1.64014912,-0.427598992,0.909267485,2.106322487,-0.115860271,1.539421574,0.963044102,-0.008875085,0.030303967,1.460806405,-0.380913994,1.529916371,0.751883619,0.033366673,0.157518379,0.111146971,0.345232407,0.433037609,0.703340195,1.118423024,0.653654221,0.817881482,0.597909892,0.478470397,0.773849667,1.199607499,0.128302276,0.767528636,0.143119385,-0.295325707,-1.265932651,-0.40279666,1.285095765,0.145789696,0.253264553,0.148260867,-1.257935026,0.870474238,0.09004906,1.291027024,0.224653195,1.209733052,0.047290304,0.648526954,0.326859798,-0.141707607,-0.724644061,1
-0.165472315,0.982990453,1.836384208,0.910985251,0.728813847,2.154680469,0.084391004,2.195165973,1.683751236,-0.669094109,0.258239892,1.477097788,0.135495319,1.531786752,0.707271779,0.022138089,0.131870937,0.110393102,0.465723923,0.643992616,0.583207344,1.083208671,0.927657123,1.108139787,0.811650953,0.733271153,0.967246178,1.344645739,0.336017637,1.09653271,0.085443825,0.389372669,-0.349494444,-0.589179066,1.288457251,0.114477947,0.253264553,0.148260867,-1.257935026,0.862350441,-0.006513068,1.324032655,0.180354076,1.368902959,0.063299184,0.879812493,0.524961279,-0.117406159,-0.975036436,-1
-0.169348198,0.951089437,1.893468203,1.804397873,0.481644918,2.277636983,0.348115643,2.195165973,1.824596843,-0.758528518,0.625208715,1.449728265,2.800869005,1.53051536,0.288949745,0.015416571,0.099487803,0.093002135,0.505784645,0.866888474,0.43588487,1.02758974,1.001696928,1.123158111,0.903254265,0.776952898,1.132764257,1.452845301,0.531874911,1.041677199,0.002010469,0.256832756,-0.346616272,-0.522081689,1.124416716,0.190013506,0.253264553,-0.482352775,-1.257935026,0.823869296,-0.106696275,1.348934482,0.132961751,1.197658094,0.032658531,1.150896966,0.762461537,-0.113520562,-0.900195911,1
0.139044194,2.723824852,1.937035655,3.034410669,0.287640119,2.332084079,1.200699199,1.539421574,1.890337021,-0.735315925,1.127583574,1.407370671,-2.514524104,1.529806514,-0.26176073,-0.014244084,0.062182432,0.072751666,0.522644176,1.0260998,0.339395934,0.962591286,1.115367806,2.121773313,0.96432314,0.857083186,1.385533645,1.521565513,0.940524919,1.015166412,0.898970379,0.448307314,2.209964642,-0.484807372,0.854601411,0.192273117,-0.513622139,-0.482352775,-1.257935026,0.774592052,-0.233434068,1.202824803,0.082918108,0.879318281,0.012862603,1.272958309,0.831290726,-0.150005663,-0.098201147,-1
0.4139122,2.927229712,1.65455029,2.497092366,-0.004413714,2.030324008,1.169544738,2.195165973,3.592082968,-0.207114001,1.601856944,1.538353386,2.90664759,1.558163599,0.435150866,-0.044373683,0.009333157,0.045651392,0.490626534,1.50373378,0.337429996,0.891833474,2.0208258,2.809097383,0.84218539,1.591196433,1.788575599,1.48172013,1.761697511,2.258694468,0.495127383,0.612845543,3.093119859,-1.983317871,0.818521457,-0.009800643,-0.513622139,-0.482352775,-1.257935026,0.747548358,-0.390347526,1.341770301,0.030665033,1.503922948,-0.138275003,0.529102291,0.823326582,-0.144868771,-0.015968965,1
0.03167825,1.057073534,1.029377422,0.899479088,-0.335244025,0.832698978,0.994701313,2.195165973,2.353706551,-0.565975453,1.138745949,1.38260777,-0.329403756,1.488583488,0.080983751,-0.103473547,-0.083412139,-0.065856164,0.025829351,0.520603838,0.344802263,0.822885746,0.622351082,1.896102958,0.414703267,0.502091314,1.432971833,1.194069933,1.403560108,1.359430873,0.026262495,-0.041179609,0.949542442,-1.30588875,0.824348033,-0.036270368,-0.513622139,-0.482352775,-1.257935026,0.660217537,-0.508636132,0.855506058,-0.023355589,0.669653094,-0.26858385,-0.322210849,0.91109039,-0.116220723,0.175290155,1
0.142400629,1.229690715,0.810493747,0.87422832,-0.360812098,0.759537936,0.926714608,2.195165973,2.259536147,-0.608205793,1.20981347,1.357844868,2.60953015,1.488427953,0.441247784,-0.126816496,-0.122271901,-0.090785817,-0.055684165,0.269845999,0.401779357,0.824202171,0.682438895,1.758079924,0.200962206,0.53752269,1.409879299,0.963656947,1.620623061,1.351500632,-0.001845215,-0.057787574,1.559752607,-1.932970482,0.996232036,-0.074360949,0.253264553,-1.112966417,-1.257935026,0.658721048,-0.657100404,0.93859255,-0.077818097,0.413883521,-0.315405523,-0.498056472,1.0107213,-0.039562497,0.182681812,1
